uuid, score, group
c4febb68-05b4-48f2-b401-acef82071cd2, 1.0, 2
22664848-b46a-4e8f-911f-36eae824a1f4, 0.978037641482944, 2
5b98c86e-69b3-4e03-a206-475d2e974dec, 0.9054719539850689, 0
2aecf2aa-dfad-4691-b344-23752a5cfad5, 0.8970728502588213, 1
ef7abf0e-d2f2-433a-a2d3-700a535edf5d, 0.8622670072288672, 0
76889cd5-6917-459f-b327-552d4141e5b4, 0.852763300876253, 2
0aa043be-589d-4ba5-a62b-5575598998c0, 0.8506951221201319, 0
c4fa699f-4571-417d-ab53-db5b3795573e, 0.7791482566228939, 1
8f5cc7bd-3f4d-49ce-9d2f-1f13d675180d, 0.8397775307015942, 0
d2534e8a-8e2d-432d-9f81-5a0420a270d1, 0.8299094534341841, 2
747be37f-1d00-4e93-af54-21c716c258ae, 0.7811004347897259, 0
0d444968-7dfa-4d86-a0e5-7c089d0cbe3f, 0.713500894636838, 1
192b8425-b43f-4237-b20a-53c359926da4, 0.7790631055797386, 0
016e6713-bda5-4583-a35e-f2213dd1f778, 0.7782320565818451, 2
f76ef454-9cc4-4dfb-8279-c7715eb96522, 0.7705435941861827, 0
5134464d-64ec-46fe-a0c2-30f7e0c3c1f1, 0.6829414286739607, 1
7c3cc4e9-4d5c-41f9-b33c-d2684695fa19, 0.7698623858409399, 0
3e461b8f-4b36-4958-afe2-6d96964c7674, 0.7522668120582692, 2
e69f6e4b-c08f-4bde-820b-30dc14aa0d48, 0.6750266313428872, 1
835e38e8-71c4-480d-b8dd-d863fcb08499, 0.7662581829995078, 0
ff106f94-3b8a-4a03-a4f4-da7058d4812a, 0.750447318418942, 2
8f8333c2-5d31-454f-a2b3-37f4e1c89fba, 0.7481568970141418, 2
1e8ff64a-20dc-405e-8204-d711b64b24eb, 0.6337776402489621, 1
49bf4f6f-c738-49fe-ab32-e8b59e2863a1, 0.7472710743322961, 0
f897af1c-4c45-4b1c-98af-df9fd5f23757, 0.7464230266049005, 2
984492e5-b2e7-4728-b10d-c8615416470b, 0.7468863993794834, 0
a345caaa-0e51-4674-a41b-4a612c8ba0bd, 0.6308198613155506, 1
945d2d6f-05c8-4783-b35e-c465968521f1, 0.7246923544751359, 2
b50cd76a-00a3-40c8-92af-0651b1544b73, 0.7453793360925839, 0
2a54a950-5f7b-4e87-847e-f25b0ddae843, 0.6231565822228546, 1
7d144b09-85d6-42a1-af1e-95781b1b8a66, 0.7418502109731208, 0
f90dffd0-f2ec-4edc-a622-cdf9872b687c, 0.693505352081463, 2
1f871b28-4e96-4d11-80f2-04436fcc08c6, 0.7393427409758783, 0
48cbc08c-a729-4667-b5eb-9160fb678893, 0.6045395107136068, 1
8483214c-47d6-47cc-9e06-8518e27a9a00, 0.6915171303122605, 2
3b885b96-7175-486c-b9c2-e202ec754441, 0.7318853353849332, 0
17bba222-a7c2-4ba8-b70d-60b72d2eeec9, 0.5955629223712094, 1
719b9727-5d3d-433a-a4f5-8a5b7d854aa2, 0.7279845991510709, 0
e93c67af-1b39-40cf-84b6-c3e6d89e7ba7, 0.6832633027650008, 2
bb2907df-ef21-4755-8762-c935acb6afd9, 0.5656006154799245, 1
7234db99-e30a-418d-a4e6-e14743f4fa11, 0.7193623084022832, 0
c6b787a3-36f9-44dc-98bf-d9e0f6848eb0, 0.6745473616083065, 2
fa730f33-d845-4579-87e3-1238873a8ae0, 0.7137711429567968, 0
1fc0dfb3-9734-40d7-97da-54c47a441152, 0.5550475523718265, 1
54b4d29e-4a21-4885-9ca3-1ca5b3f83ca4, 0.7121657073926846, 0
57507dd4-51ce-4282-a855-e4fe481e82ef, 0.6533853599386535, 2
54f6f60e-718f-4dfc-b4ae-95a9e85ef95b, 0.5461842888927783, 1
eb14ca70-90ce-47ba-8276-53a6da906686, 0.7048705767102296, 0
1f387f51-fe1d-4283-b2d1-bff9a41c808d, 0.6258540287618505, 2
431b2fb7-257f-4cce-9724-a6fe41305b37, 0.6935986876980825, 0
6277fa7a-14dd-4c88-ab49-1722ff128cc7, 0.5228149707181146, 1
e55e995c-eee8-4242-a285-7c1599623665, 0.617813157520301, 2
b71ba859-0729-4cef-9607-ab4505921aac, 0.6878529597306394, 0
8c63d321-d48e-45d0-aa07-9a3664350119, 0.5197279699613563, 1
05861b70-ab6d-44c4-8f56-49754dfd0691, 0.6829681859333625, 0
3f26f64b-b86a-4d44-b5e7-5ad5a218d012, 0.6087060881894087, 2
a594928f-6b52-42bb-b9cb-d515fd1e3269, 0.49822835463630905, 1
65970771-faf5-422f-8518-c6a82da3bc0a, 0.6812171593989753, 0
6c62f0ea-3a54-4445-b239-7a7b65cc38a2, 0.605881938157363, 2
dee61607-c6a4-47c5-9afb-3aed557e4b11, 0.6738145274919823, 0
1ed65674-0818-4465-9fcb-c3f3abea6b46, 0.4933605795685345, 1
61c58352-7518-4834-bc94-1273da474024, 0.6040756657520931, 2
2270325e-a9c2-49f8-8ab0-4c336f01cc0e, 0.6728393040846058, 0
29878ce5-2617-4a55-a8b3-c6b2e31d38dd, 0.48527343400778417, 1
674dc9a6-9b36-49c4-8af1-5f1ab3bfbce6, 0.5939028705187888, 2
9c5878a4-a6cc-4fa8-944e-5ad9fc4cec77, 0.6713276763240436, 0
65cd7586-9f68-41ef-8a51-3aeeccbab6bd, 0.47743875105927264, 1
b2065b1c-4984-4ea0-b61d-f2b292d77eea, 0.6685235155387276, 0
5c6195b5-eb94-44f0-bb39-49a4ac0bdf02, 0.5902084799736079, 2
4a3afb7b-1849-46f2-a5b8-3cff8f4d6231, 0.4748555737574873, 1
21fe1a7c-4d18-454f-98e5-cb698fa4d6ef, 0.6638570494990412, 0
c564945b-f7a7-4eaf-8ed1-650c695dacf1, 0.5894806825178771, 2
e7c27be7-2c41-4fd3-899a-6c9fb47bc1db, 0.6578591737106465, 0
e3324c40-ddc2-4d32-836d-b32f8615ba23, 0.4744290315634928, 1
d5d01d00-c4cf-4c17-bc85-c1b786d06eaa, 0.5880804908729415, 2
f3afd94e-8ba9-4de7-98f6-f611803a5025, 0.6561627634645678, 0
fb694be9-7e9b-44d4-a30b-3de0bf6a0e7b, 0.47061879782466637, 1
38898206-97dc-4347-b50d-5b32777ce2fd, 0.6478757254365212, 0
0e9a815a-2032-4840-aad1-e47b943139d3, 0.5775017722749463, 2
7b5b12cf-5b51-49c0-ac9c-23c828bbf7e6, 0.4576163437117922, 1
ad84c389-bd47-40e1-96e6-cb4e75ef677d, 0.6436890013183459, 0
3f624a6b-e898-4cb7-92a6-eeacd84b0bf5, 0.57732722050626, 2
65a2c410-848e-4e17-96e6-0d7360ac4864, 0.6431747897508994, 0
a75b5d83-42c2-4e3d-a6d5-8241dff3d7c6, 0.44187961247933394, 1
7c199534-92b6-493e-8f9a-09840ff51b1f, 0.5765301689673713, 2
1f1eaf70-2608-4104-9211-a93096948fe7, 0.6420231258271141, 0
818984fc-82d3-4140-8ac4-8edba7387d3b, 0.4307145951091507, 1
f4b88f7b-9fde-4e2e-b4d9-c5c0239f5be7, 0.5698863414578866, 2
48f91297-8dd4-47c3-b5bf-51c256a66211, 0.6357003854304519, 0
b9fefef4-026f-4892-a779-27696edab153, 0.4229271308537014, 1
e946f8c0-a2f4-4230-abe0-df0c27241006, 0.628366220628399, 0
7926d09f-c36b-46f5-b06a-c73001a732c6, 0.558044365424836, 2
2abd4b27-1aa1-4e66-b046-f10ef767d3cd, 0.41991331907118945, 1
a71c087b-62ce-4dde-b6a2-346785172cac, 0.6277500166839383, 0
91d74f92-a9d5-4a7a-9310-eea0057d3b06, 0.5527911284260311, 2
5e5b9d5a-dd05-4ed3-9de3-030c599dcc9f, 0.41943814162334087, 1
d0673e13-ff14-4d26-bd5b-c2b19cb2f3bc, 0.6232288268232397, 0
5d602374-fb72-464c-93c7-47e9b232fad8, 0.5519134903176496, 2
a45c9542-c9dc-49ae-9bf5-bdd86b25ec97, 0.6224714389865231, 0
135735fd-c528-4f47-9268-af85eaefd3e0, 0.40399857336588696, 1
a032db0b-5397-4e91-b4f5-e2a7a531d1d6, 0.5487874554412933, 2
68178f59-f19e-4357-8b0a-5960ec4dfc8b, 0.6200393615025367, 0
b150f3c2-7b48-4dd9-b6f5-c0fbcbdf9881, 0.39518756524049425, 1
ac8c3fab-3f71-4f50-84b9-e15f9047134b, 0.6162211005858895, 0
8c7c4f39-d582-40b9-a3cc-c552924b62dc, 0.5410695600602888, 2
917d380a-8f4a-4e8a-97bf-ed6df12410f0, 0.38929435755505387, 1
70388ae7-6f60-4bdb-9d88-e98221139206, 0.6150266250470613, 0
266b346f-ed89-44e4-9405-2bb513747ed5, 0.5409197194076384, 2
1d66e0b2-63e3-4f7f-804e-987da76db8c5, 0.3891445169024034, 1
9b866ae8-7f22-4d3e-823d-2f3f8715a318, 0.6127576094497826, 0
a75717b9-edf3-42d6-b675-de89e7446ebd, 0.5395283419187411, 2
6b51e16b-3abc-4122-b16f-13b56df46fc7, 0.6125947049587184, 0
f7a4b968-3163-43a4-9820-9934d4a7ef07, 0.38691831292016765, 1
54c893ee-f1a0-4bdf-8a8f-08b5f8603a9c, 0.5383082108900158, 2
a220c806-cf26-4b38-95b4-c1547a82f6a8, 0.6125939179805007, 0
0a1ae1f9-8c9c-4ffd-8dbb-a9c84f9db658, 0.372760889574994, 1
c2b09461-f5ff-48b0-93bd-eefcc9322455, 0.5341258938498598, 2
f378e1d1-9117-4cb4-8664-a109111a3455, 0.6124234584985463, 0
780ba3e8-79e6-4d64-92ad-ab3aa77c1a34, 0.3698002775199987, 1
e3b12e0b-b766-4d6f-b184-9552e8f7ee40, 0.6121347948882931, 0
884985eb-9dfb-495e-826d-2bb08401daf7, 0.5335133100052004, 2
50767279-b2b1-47fb-bdbd-154d28b11383, 0.53314563378189, 2
e1c42523-1c1e-4de6-8a6f-02dd5ec8d576, 0.6075383699099823, 0
613e9bfc-88d2-4f39-811c-ff3e7b3214a6, 0.3642413781814382, 1
449bc8ff-03d8-472f-a58b-f767972b0595, 0.531950686056131, 2
33a5fb10-7dc2-405b-8c48-8009adf21984, 0.6050552962374887, 0
2958a380-c272-4672-941b-52c10c669688, 0.3631666807273442, 1
76cd1dd1-9dbc-4cbc-bf9d-56f658d9b64d, 0.6043274987817578, 0
571f9a66-7922-4ba0-9681-958b959e229f, 0.5295104239986804, 2
99238db1-57ae-4f82-ae0b-d59757612d17, 0.3625783358117901, 1
1584d041-1e37-4b62-a172-dfbf5985c33e, 0.5963003209611963, 0
7b402418-bd90-4b81-861b-c9b0d194d896, 0.5286541916978206, 2
5795b1b1-7d0d-47d3-877f-35f1a94ab8a7, 0.3604267373645925, 1
b492a73e-1ed6-411a-bd70-865fc55b9961, 0.5958465493208693, 0
991c8264-b133-413c-a975-569c3332ab7a, 0.5252078566868595, 2
6094365d-bc01-4ad2-b747-66a3aca6e8c2, 0.595504528587456, 0
f555a10a-72c2-4566-b44f-ecc67a9acdd6, 0.3571677031694445, 1
c120357d-cf86-4d0b-9efb-d8ce5fd17f77, 0.5211193474502536, 2
a1a35254-89b6-4861-bfba-8e223f5ec79f, 0.5954869002753795, 0
98d09141-71d7-4086-88c3-c8447d722dd7, 0.3532926224254795, 1
04ca9182-f3f8-48b5-8840-2a1fec2fd57c, 0.5196895654243324, 2
cb259ea8-50b6-43bc-bcf8-3eb210bd415d, 0.5890571308411098, 0
4bfd2d19-238a-472a-837a-dbecd18da010, 0.3509719810571195, 1
fb8811d0-adb4-4fee-8e84-eb29ce200034, 0.5885942302534574, 0
f6efe751-2541-45d4-9fa3-d4dc2bc540f0, 0.5191500131582758, 2
b73305d5-11be-48d4-b8a2-798be2e21113, 0.3507585525644787, 1
d4d9fc52-9047-4aeb-b40e-3115412f218e, 0.5878626553022815, 0
e98a41ae-846d-48b3-8bcf-6f53f8ad7b35, 0.5165473187966915, 2
c93b0b60-b87d-49a5-8f69-3bb2539b6819, 0.34242854552574553, 1
7f5afc40-b1fa-4112-9761-60d550e20f96, 0.586479619782492, 0
2dd22bd9-75f0-49ce-9ae6-80ae4c3d883a, 0.5151899387667989, 2
520b9404-4ace-4289-bde1-bd1243561328, 0.5864498720058626, 0
3f5c4b15-0cb8-44ac-a8db-2df7422ea220, 0.3341193147119597, 1
62997045-dce9-4884-a236-b0a45cd44b30, 0.5149330690765409, 2
a4d7c7ba-ff19-4223-b92c-22788cdab9c9, 0.5863415838031069, 0
19709001-9a69-4821-b71a-01df14da56bf, 0.31814869355320036, 1
ae247e0a-e585-4a0f-9faf-7d1048580c57, 0.5134604754355767, 2
92bafcd3-1273-45aa-8f05-c1b9e8de33f0, 0.5837809140783478, 0
157197e3-58af-4ddd-ad5d-4c6d37825d06, 0.31489689955765526, 1
58d53aa8-620d-4737-bcf1-d4b87026521c, 0.5815353504319566, 0
450f232e-4dcc-4ff9-841b-bfbabd90e164, 0.5119362560235313, 2
1d23e4b2-0d46-4764-83f6-b3fded8dc883, 0.31368967497170025, 1
5615afb2-1ba2-45a0-83ed-53124fe53c91, 0.5794589871023715, 0
eee642a5-12f4-45d5-ba86-0f350abb942f, 0.5118078211784023, 2
dbd91465-10f7-4b77-bf92-e16a5199af17, 0.3087191205486939, 1
36b761ca-8954-45e8-af49-22b7cf34f110, 0.5785292510359782, 0
c32affc1-92ec-451e-9178-1ca001031de0, 0.5084301106680249, 2
d3bc1653-9dbd-4d09-b0d4-da3a3c60ccf8, 0.3067069746416731, 1
990e0e08-158e-4c59-8f92-a019dda154f5, 0.5778145174186612, 0
c60c75f9-d3f6-45ac-9239-5cc03b7a899c, 0.5070985435236729, 2
67aa057f-5f77-4a05-862d-a0325cc461d4, 0.5759736179718122, 0
74c02039-7978-448a-a609-ce06687594b9, 0.30540122038286177, 1
feba532c-49fe-4e6c-9b2c-c6ec20441df8, 0.5039732956255344, 2
4d4e9ddb-73ad-433f-863e-dfd107e70a5d, 0.575639467020576, 0
971d338f-86ac-4750-b087-8e16ea2e775b, 0.3018736692198339, 1
bcb87bfb-6d9a-4d92-aa6b-8c59f756bd81, 0.5032883097848465, 2
c103c6a5-ed11-47ad-a73e-af05cd21f4c5, 0.5749100956084097, 0
a075b284-4367-4a3c-a7ab-e8b6bd8699cd, 0.30182645052677176, 1
8a85e8c1-73eb-4720-9d2f-1dfa967fdcbe, 0.5732298971136157, 0
77764ceb-52ba-4cba-aab7-7560f9531d2e, 0.5025095161406086, 2
611bbde2-0d77-4751-90fd-d99b9ee36ada, 0.2971768258209443, 1
a1af4e86-8d84-49db-ba8f-5940e8527873, 0.5696886525296, 0
