,Race,Age,z,y,id
0,1,1,1_1,1.0,0
1,1,2,1_2,0.9979959919839679,1
2,1,0,1_0,0.9959919839679359,2
3,2,1,2_1,0.9939879759519038,3
4,0,0,0_0,0.9919839679358717,4
5,0,0,0_0,0.9899799599198397,5
6,2,0,2_0,0.9879759519038076,6
7,0,0,0_0,0.9859719438877755,7
8,1,2,1_2,0.9839679358717435,8
9,1,2,1_2,0.9819639278557114,9
10,1,2,1_2,0.9799599198396793,10
11,2,1,2_1,0.9779559118236473,11
12,2,0,2_0,0.9759519038076152,12
13,2,0,2_0,0.9739478957915831,13
14,0,2,0_2,0.9719438877755511,14
15,1,1,1_1,0.969939879759519,15
16,2,2,2_2,0.9679358717434869,16
17,1,2,1_2,0.9659318637274549,17
18,0,0,0_0,0.9639278557114228,18
19,2,1,2_1,0.9619238476953907,19
20,2,1,2_1,0.9599198396793587,20
21,1,2,1_2,0.9579158316633266,21
22,0,2,0_2,0.9559118236472945,22
23,2,1,2_1,0.9539078156312625,23
24,2,1,2_1,0.9519038076152304,24
25,1,0,1_0,0.9498997995991985,25
26,2,2,2_2,0.9478957915831663,26
27,1,2,1_2,0.9458917835671343,27
28,0,2,0_2,0.9438877755511023,28
29,0,0,0_0,0.9418837675350702,29
30,2,2,2_2,0.9398797595190381,30
31,0,0,0_0,0.9378757515030061,31
32,2,0,2_0,0.935871743486974,32
33,1,2,1_2,0.9338677354709419,33
34,0,0,0_0,0.9318637274549099,34
35,2,1,2_1,0.9298597194388778,35
36,0,2,0_2,0.9278557114228457,36
37,0,0,0_0,0.9258517034068137,37
38,1,2,1_2,0.9238476953907816,38
39,2,1,2_1,0.9218436873747495,39
40,2,1,2_1,0.9198396793587175,40
41,1,2,1_2,0.9178356713426854,41
42,1,0,1_0,0.9158316633266533,42
43,2,2,2_2,0.9138276553106213,43
44,0,2,0_2,0.9118236472945892,44
45,1,2,1_2,0.9098196392785571,45
46,0,0,0_0,0.9078156312625251,46
47,1,2,1_2,0.905811623246493,47
48,2,0,2_0,0.9038076152304609,48
49,1,2,1_2,0.9018036072144289,49
50,1,2,1_2,0.8997995991983968,50
51,2,2,2_2,0.8977955911823647,51
52,1,2,1_2,0.8957915831663327,52
53,2,1,2_1,0.8937875751503006,53
54,1,2,1_2,0.8917835671342685,54
55,0,2,0_2,0.8877755511022044,56
56,0,2,0_2,0.8857715430861723,57
57,2,2,2_2,0.8837675350701403,58
58,1,0,1_0,0.8797595190380761,60
59,0,0,0_0,0.8777555110220441,61
60,1,1,1_1,0.875751503006012,62
61,2,1,2_1,0.87374749498998,63
62,0,2,0_2,0.8717434869739479,64
63,2,0,2_0,0.8697394789579158,65
64,1,1,1_1,0.8677354709418837,66
65,2,0,2_0,0.8637274549098196,68
66,0,1,0_1,0.8617234468937875,69
67,2,1,2_1,0.8597194388777555,70
68,0,2,0_2,0.8557114228456915,72
69,2,2,2_2,0.8537074148296593,73
70,0,1,0_1,0.8517034068136273,74
71,0,2,0_2,0.8476953907815632,76
72,0,1,0_1,0.845691382765531,77
73,2,1,2_1,0.8416833667334669,79
74,1,0,1_0,0.8396793587174349,80
75,0,2,0_2,0.8376753507014028,81
76,1,1,1_1,0.8336673346693386,83
77,0,2,0_2,0.8316633266533067,84
78,1,1,1_1,0.8296593186372746,85
79,0,2,0_2,0.8276553106212425,86
80,1,1,1_1,0.8256513026052105,87
81,1,0,1_0,0.8236472945891784,88
82,1,0,1_0,0.8196392785571143,90
83,0,2,0_2,0.8176352705410822,91
84,2,2,2_2,0.8156312625250501,92
85,1,1,1_1,0.8136272545090181,93
86,2,1,2_1,0.8096192384769539,95
87,1,0,1_0,0.8076152304609219,96
88,0,1,0_1,0.8056112224448898,97
89,0,0,0_0,0.8036072144288577,98
90,1,0,1_0,0.8016032064128257,99
91,2,0,2_0,0.7995991983967936,100
92,1,1,1_1,0.7975951903807615,101
93,2,2,2_2,0.7955911823647295,102
94,1,0,1_0,0.7935871743486974,103
95,1,1,1_1,0.7915831663326653,104
96,1,1,1_1,0.7895791583166333,105
97,2,0,2_0,0.7875751503006012,106
98,2,2,2_2,0.7855711422845691,107
99,2,2,2_2,0.7835671342685371,108
100,2,0,2_0,0.781563126252505,109
101,0,2,0_2,0.779559118236473,110
102,0,2,0_2,0.7775551102204409,111
103,2,0,2_0,0.7735470941883767,113
104,2,2,2_2,0.7715430861723447,114
105,1,1,1_1,0.7675350701402806,116
106,0,2,0_2,0.7655310621242485,117
107,0,2,0_2,0.7635270541082164,118
108,1,1,1_1,0.7615230460921844,119
109,2,2,2_2,0.7575150300601202,121
110,0,1,0_1,0.7555110220440882,122
111,1,1,1_1,0.7535070140280562,123
112,0,2,0_2,0.751503006012024,124
113,0,0,0_0,0.7494989979959921,125
114,2,1,2_1,0.7454909819639279,127
115,2,2,2_2,0.7414829659318638,129
116,1,1,1_1,0.7374749498997997,131
117,2,2,2_2,0.7354709418837675,132
118,0,1,0_1,0.7334669338677355,133
119,2,1,2_1,0.7314629258517034,134
120,1,1,1_1,0.7294589178356714,135
121,0,0,0_0,0.7274549098196392,136
122,1,1,1_1,0.7254509018036073,137
123,0,1,0_1,0.7234468937875751,138
124,0,0,0_0,0.7214428857715431,139
125,1,0,1_0,0.719438877755511,140
126,0,2,0_2,0.717434869739479,141
127,1,1,1_1,0.7154308617234469,142
128,0,1,0_1,0.7114228456913828,144
129,2,1,2_1,0.7094188376753507,145
130,0,2,0_2,0.7074148296593187,146
131,1,0,1_0,0.7054108216432866,147
132,2,0,2_0,0.7034068136272545,148
133,1,1,1_1,0.7014028056112225,149
134,0,1,0_1,0.6993987975951904,150
135,2,2,2_2,0.6973947895791583,151
136,0,1,0_1,0.6933867735470942,153
137,0,2,0_2,0.6913827655310621,154
138,1,0,1_0,0.6893787575150301,155
139,1,0,1_0,0.687374749498998,156
140,2,2,2_2,0.685370741482966,157
141,0,0,0_0,0.6833667334669339,158
142,1,0,1_0,0.6753507014028056,162
143,0,2,0_2,0.6733466933867736,163
144,2,2,2_2,0.6673346693386774,166
145,1,0,1_0,0.6653306613226453,167
146,0,1,0_1,0.6633266533066133,168
147,2,0,2_0,0.6613226452905812,169
148,2,1,2_1,0.6593186372745492,170
149,1,0,1_0,0.657314629258517,171
150,2,1,2_1,0.6553106212424851,172
151,0,0,0_0,0.6533066132264529,173
152,2,1,2_1,0.6452905811623246,177
153,1,0,1_0,0.6432865731462927,178
154,1,0,1_0,0.6372745490981964,181
155,0,1,0_1,0.6352705410821644,182
156,2,2,2_2,0.6312625250501003,184
157,0,1,0_1,0.6292585170340681,185
158,1,0,1_0,0.6272545090180361,186
159,1,0,1_0,0.625250501002004,187
160,1,0,1_0,0.623246492985972,188
161,1,0,1_0,0.6212424849699398,189
162,0,1,0_1,0.6192384769539079,190
163,0,0,0_0,0.6152304609218437,192
164,0,0,0_0,0.6112224448897796,194
165,1,0,1_0,0.6092184368737475,195
166,0,1,0_1,0.6052104208416834,197
167,2,0,2_0,0.6032064128256514,198
168,2,0,2_0,0.5991983967935872,200
169,2,0,2_0,0.5951903807615231,202
170,2,0,2_0,0.5871743486973948,206
171,0,0,0_0,0.5851703406813628,207
172,0,1,0_1,0.5831663326653307,208
173,2,0,2_0,0.5811623246492986,209
174,2,0,2_0,0.5771543086172345,211
175,2,0,2_0,0.5751503006012024,212
176,2,2,2_2,0.5711422845691383,214
177,2,0,2_0,0.5571142284569139,221
178,2,0,2_0,0.5490981963927857,225
179,0,1,0_1,0.5450901803607215,227
180,0,1,0_1,0.5430861723446894,228
181,2,2,2_2,0.531062124248497,234
182,2,0,2_0,0.529058116232465,235
183,2,0,2_0,0.5230460921843687,238
184,2,2,2_2,0.5210420841683367,239
185,0,0,0_0,0.5190380761523046,240
186,0,1,0_1,0.5130260521042085,243
187,0,1,0_1,0.5090180360721444,245
188,2,2,2_2,0.5010020040080161,249
189,0,1,0_1,0.49699398797595196,251
190,0,1,0_1,0.4929859719438878,253
191,2,2,2_2,0.4829659318637275,258
192,0,1,0_1,0.46893787575150303,265
193,0,1,0_1,0.4649298597194389,267
194,0,1,0_1,0.46292585170340683,268
195,0,1,0_1,0.44889779559118237,275
196,2,2,2_2,0.434869739478958,282
197,0,1,0_1,0.43286573146292595,283
198,0,1,0_1,0.41482965931863736,292
199,0,1,0_1,0.4068136272545091,296
