,Race,Age,z,y,id
0,1,1,1_1,1.0,0
1,1,2,1_2,0.9979959919839679,1
2,1,0,1_0,0.9959919839679359,2
3,2,1,2_1,0.9939879759519038,3
4,0,0,0_0,0.9919839679358717,4
5,0,0,0_0,0.9899799599198397,5
6,2,0,2_0,0.9879759519038076,6
7,0,0,0_0,0.9859719438877755,7
8,1,2,1_2,0.9839679358717435,8
9,1,2,1_2,0.9819639278557114,9
10,1,2,1_2,0.9799599198396793,10
11,2,1,2_1,0.9779559118236473,11
12,2,0,2_0,0.9759519038076152,12
13,2,0,2_0,0.9739478957915831,13
14,0,2,0_2,0.9719438877755511,14
15,1,1,1_1,0.969939879759519,15
16,2,2,2_2,0.9679358717434869,16
17,1,2,1_2,0.9659318637274549,17
18,0,0,0_0,0.9639278557114228,18
19,2,1,2_1,0.9619238476953907,19
20,2,1,2_1,0.9599198396793587,20
21,1,2,1_2,0.9579158316633266,21
22,0,2,0_2,0.9559118236472945,22
23,2,1,2_1,0.9539078156312625,23
24,2,1,2_1,0.9519038076152304,24
25,1,0,1_0,0.9498997995991985,25
26,2,2,2_2,0.9478957915831663,26
27,1,2,1_2,0.9458917835671343,27
28,0,2,0_2,0.9438877755511023,28
29,0,0,0_0,0.9418837675350702,29
30,2,2,2_2,0.9398797595190381,30
31,0,0,0_0,0.9378757515030061,31
32,2,0,2_0,0.935871743486974,32
33,1,2,1_2,0.9338677354709419,33
34,0,0,0_0,0.9318637274549099,34
35,2,1,2_1,0.9298597194388778,35
36,0,2,0_2,0.9278557114228457,36
37,0,0,0_0,0.9258517034068137,37
38,2,1,2_1,0.9218436873747495,39
39,2,1,2_1,0.9198396793587175,40
40,1,0,1_0,0.9158316633266533,42
41,2,2,2_2,0.9138276553106213,43
42,0,2,0_2,0.9118236472945892,44
43,0,0,0_0,0.9078156312625251,46
44,2,0,2_0,0.9038076152304609,48
45,2,2,2_2,0.8977955911823647,51
46,2,1,2_1,0.8937875751503006,53
47,0,2,0_2,0.8877755511022044,56
48,0,2,0_2,0.8857715430861723,57
49,2,2,2_2,0.8837675350701403,58
50,1,0,1_0,0.8797595190380761,60
51,1,1,1_1,0.875751503006012,62
52,0,2,0_2,0.8717434869739479,64
53,2,0,2_0,0.8697394789579158,65
54,1,1,1_1,0.8677354709418837,66
55,2,0,2_0,0.8637274549098196,68
56,0,1,0_1,0.8617234468937875,69
57,0,2,0_2,0.8557114228456915,72
58,2,2,2_2,0.8537074148296593,73
59,0,1,0_1,0.8517034068136273,74
60,0,2,0_2,0.8476953907815632,76
61,0,1,0_1,0.845691382765531,77
62,1,0,1_0,0.8396793587174349,80
63,0,2,0_2,0.8376753507014028,81
64,1,1,1_1,0.8336673346693386,83
65,0,2,0_2,0.8316633266533067,84
66,1,1,1_1,0.8296593186372746,85
67,0,2,0_2,0.8276553106212425,86
68,1,1,1_1,0.8256513026052105,87
69,1,0,1_0,0.8236472945891784,88
70,1,0,1_0,0.8196392785571143,90
71,2,2,2_2,0.8156312625250501,92
72,1,1,1_1,0.8136272545090181,93
73,1,0,1_0,0.8076152304609219,96
74,0,1,0_1,0.8056112224448898,97
75,1,0,1_0,0.8016032064128257,99
76,2,0,2_0,0.7995991983967936,100
77,1,1,1_1,0.7975951903807615,101
78,2,2,2_2,0.7955911823647295,102
79,1,0,1_0,0.7935871743486974,103
80,2,0,2_0,0.7875751503006012,106
81,2,2,2_2,0.7855711422845691,107
82,2,2,2_2,0.7835671342685371,108
83,2,0,2_0,0.781563126252505,109
84,2,0,2_0,0.7735470941883767,113
85,2,2,2_2,0.7715430861723447,114
86,2,2,2_2,0.7575150300601202,121
87,0,1,0_1,0.7555110220440882,122
88,0,1,0_1,0.7334669338677355,133
89,0,1,0_1,0.7234468937875751,138
90,1,0,1_0,0.719438877755511,140
91,0,1,0_1,0.7114228456913828,144
92,1,0,1_0,0.7054108216432866,147
93,2,0,2_0,0.7034068136272545,148
94,0,1,0_1,0.6993987975951904,150
95,0,1,0_1,0.6933867735470942,153
96,0,1,0_1,0.6633266533066133,168
97,0,1,0_1,0.6352705410821644,182
98,0,1,0_1,0.6292585170340681,185
99,0,1,0_1,0.6192384769539079,190
