,Race,Age,z,y,id
0,0,1,0_1,0.8617234468937875,69
1,2,2,2_2,0.9679358717434869,16
2,2,0,2_0,0.9879759519038076,6
3,1,2,1_2,0.9979959919839679,1
4,2,1,2_1,0.9939879759519038,3
5,2,1,2_1,0.9779559118236473,11
6,2,0,2_0,0.9759519038076152,12
7,2,1,2_1,0.9619238476953907,19
8,0,0,0_0,0.9919839679358717,4
9,2,1,2_1,0.9599198396793587,20
10,0,0,0_0,0.9899799599198397,5
11,2,2,2_2,0.9478957915831663,26
12,0,2,0_2,0.9719438877755511,14
13,0,2,0_2,0.9559118236472945,22
14,2,2,2_2,0.9398797595190381,30
15,0,0,0_0,0.9859719438877755,7
16,2,0,2_0,0.9739478957915831,13
17,0,0,0_0,0.9639278557114228,18
18,2,0,2_0,0.935871743486974,32
19,0,2,0_2,0.9438877755511023,28
20,2,2,2_2,0.9138276553106213,43
21,1,0,1_0,0.9959919839679359,2
22,0,2,0_2,0.9278557114228457,36
23,0,0,0_0,0.9418837675350702,29
24,0,2,0_2,0.9118236472945892,44
25,1,1,1_1,1.0,0
26,1,1,1_1,0.969939879759519,15
27,0,2,0_2,0.8877755511022044,56
28,1,0,1_0,0.9498997995991985,25
29,1,1,1_1,0.875751503006012,62
30,1,1,1_1,0.8677354709418837,66
31,0,2,0_2,0.8857715430861723,57
32,1,0,1_0,0.9158316633266533,42
33,1,0,1_0,0.8797595190380761,60
34,1,0,1_0,0.8396793587174349,80
35,1,1,1_1,0.8336673346693386,83
36,0,2,0_2,0.8717434869739479,64
37,2,1,2_1,0.9539078156312625,23
38,0,0,0_0,0.9378757515030061,31
39,1,0,1_0,0.8236472945891784,88
40,0,2,0_2,0.8557114228456915,72
41,1,0,1_0,0.8196392785571143,90
42,1,1,1_1,0.8296593186372746,85
43,1,0,1_0,0.8076152304609219,96
44,1,0,1_0,0.8016032064128257,99
45,1,1,1_1,0.8256513026052105,87
46,1,2,1_2,0.9839679358717435,8
47,1,0,1_0,0.7935871743486974,103
48,1,0,1_0,0.719438877755511,140
49,1,0,1_0,0.7054108216432866,147
50,1,1,1_1,0.8136272545090181,93
51,1,1,1_1,0.7975951903807615,101
52,1,0,1_0,0.6893787575150301,155
53,1,0,1_0,0.687374749498998,156
54,1,0,1_0,0.6753507014028056,162
55,1,1,1_1,0.7915831663326653,104
56,1,1,1_1,0.7895791583166333,105
57,0,0,0_0,0.9318637274549099,34
58,1,1,1_1,0.7675350701402806,116
59,1,1,1_1,0.7615230460921844,119
60,1,0,1_0,0.6653306613226453,167
61,1,1,1_1,0.7535070140280562,123
62,1,1,1_1,0.7374749498997997,131
63,0,2,0_2,0.8476953907815632,76
64,1,2,1_2,0.9819639278557114,9
65,0,0,0_0,0.9258517034068137,37
66,1,0,1_0,0.657314629258517,171
67,1,1,1_1,0.7294589178356714,135
68,1,1,1_1,0.7254509018036073,137
69,1,1,1_1,0.7154308617234469,142
70,0,0,0_0,0.9078156312625251,46
71,0,2,0_2,0.8376753507014028,81
72,1,1,1_1,0.7014028056112225,149
73,1,1,1_1,0.6813627254509018,159
74,1,1,1_1,0.6793587174348698,160
75,0,1,0_1,0.8517034068136273,74
76,1,2,1_2,0.9799599198396793,10
77,1,2,1_2,0.9659318637274549,17
78,1,1,1_1,0.6773547094188377,161
79,1,2,1_2,0.9579158316633266,21
80,0,0,0_0,0.8777555110220441,61
81,1,0,1_0,0.6432865731462927,178
82,1,2,1_2,0.9458917835671343,27
83,1,2,1_2,0.9338677354709419,33
84,1,2,1_2,0.9238476953907816,38
85,0,0,0_0,0.8036072144288577,98
86,2,1,2_1,0.9519038076152304,24
87,1,2,1_2,0.9178356713426854,41
88,2,0,2_0,0.9038076152304609,48
89,0,0,0_0,0.7494989979959921,125
90,2,0,2_0,0.8697394789579158,65
91,0,0,0_0,0.7274549098196392,136
92,2,1,2_1,0.9298597194388778,35
93,0,0,0_0,0.7214428857715431,139
94,1,0,1_0,0.6372745490981964,181
95,1,2,1_2,0.9098196392785571,45
96,0,2,0_2,0.8316633266533067,84
97,0,2,0_2,0.8276553106212425,86
98,1,2,1_2,0.905811623246493,47
99,0,0,0_0,0.6833667334669339,158
100,2,2,2_2,0.8977955911823647,51
101,2,0,2_0,0.8637274549098196,68
102,0,0,0_0,0.6533066132264529,173
103,0,0,0_0,0.6152304609218437,192
104,1,0,1_0,0.6272545090180361,186
105,1,0,1_0,0.625250501002004,187
106,0,2,0_2,0.8176352705410822,91
107,2,0,2_0,0.7995991983967936,100
108,0,0,0_0,0.6112224448897796,194
109,0,0,0_0,0.5851703406813628,207
110,1,2,1_2,0.9018036072144289,49
111,1,2,1_2,0.8997995991983968,50
112,1,2,1_2,0.8957915831663327,52
113,0,1,0_1,0.845691382765531,77
114,0,2,0_2,0.779559118236473,110
115,0,2,0_2,0.7775551102204409,111
116,1,2,1_2,0.8917835671342685,54
117,2,0,2_0,0.7875751503006012,106
118,2,0,2_0,0.781563126252505,109
119,0,2,0_2,0.7655310621242485,117
120,2,2,2_2,0.8837675350701403,58
121,0,2,0_2,0.7635270541082164,118
122,0,2,0_2,0.751503006012024,124
123,2,0,2_0,0.7735470941883767,113
124,2,0,2_0,0.7034068136272545,148
125,1,2,1_2,0.8897795591182365,55
126,2,2,2_2,0.8537074148296593,73
127,2,1,2_1,0.9218436873747495,39
128,1,2,1_2,0.8817635270541082,59
129,1,2,1_2,0.8657314629258517,67
130,0,1,0_1,0.8056112224448898,97
131,2,0,2_0,0.6613226452905812,169
132,2,0,2_0,0.6032064128256514,198
133,0,2,0_2,0.717434869739479,141
134,2,2,2_2,0.8156312625250501,92
135,2,0,2_0,0.5991983967935872,200
136,2,2,2_2,0.7955911823647295,102
137,2,2,2_2,0.7855711422845691,107
138,2,0,2_0,0.5951903807615231,202
139,2,2,2_2,0.7835671342685371,108
140,2,1,2_1,0.9198396793587175,40
141,2,1,2_1,0.8937875751503006,53
142,2,0,2_0,0.5871743486973948,206
143,2,0,2_0,0.5811623246492986,209
144,2,1,2_1,0.87374749498998,63
145,1,2,1_2,0.8577154308617234,71
146,1,2,1_2,0.8496993987975952,75
147,2,1,2_1,0.8597194388777555,70
148,2,2,2_2,0.7715430861723447,114
149,2,0,2_0,0.5771543086172345,211
150,1,2,1_2,0.8436873747494991,78
151,0,1,0_1,0.7555110220440882,122
152,2,2,2_2,0.7575150300601202,121
153,2,2,2_2,0.7414829659318638,129
154,0,1,0_1,0.7334669338677355,133
155,0,1,0_1,0.7234468937875751,138
156,0,1,0_1,0.7114228456913828,144
157,2,2,2_2,0.7354709418837675,132
158,2,0,2_0,0.5751503006012024,212
159,0,1,0_1,0.6993987975951904,150
160,2,2,2_2,0.6973947895791583,151
161,1,0,1_0,0.623246492985972,188
162,0,1,0_1,0.6933867735470942,153
163,2,2,2_2,0.685370741482966,157
164,0,1,0_1,0.6633266533066133,168
165,2,1,2_1,0.8416833667334669,79
166,0,1,0_1,0.6352705410821644,182
167,2,2,2_2,0.6673346693386774,166
168,0,1,0_1,0.6292585170340681,185
169,2,1,2_1,0.8096192384769539,95
170,2,2,2_2,0.6312625250501003,184
171,0,2,0_2,0.7074148296593187,146
172,0,2,0_2,0.6913827655310621,154
173,2,2,2_2,0.5711422845691383,214
174,2,2,2_2,0.531062124248497,234
175,0,1,0_1,0.6192384769539079,190
176,2,2,2_2,0.5210420841683367,239
177,2,0,2_0,0.5571142284569139,221
178,0,1,0_1,0.6052104208416834,197
179,2,1,2_1,0.7454909819639279,127
180,0,1,0_1,0.5831663326653307,208
181,0,1,0_1,0.5450901803607215,227
182,0,1,0_1,0.5430861723446894,228
183,1,2,1_2,0.8356713426853708,82
184,2,1,2_1,0.7314629258517034,134
185,0,1,0_1,0.5130260521042085,243
186,1,2,1_2,0.8216432865731463,89
187,0,1,0_1,0.5090180360721444,245
188,2,1,2_1,0.7094188376753507,145
