,gender,age_cat,quality,id,z
0,female,old,1.0,374,old
1,male,middle,0.9054719539850689,672,middle
2,male,middle,0.8622670072288672,714,middle
3,male,middle,0.8506951221201319,832,middle
4,male,middle,0.8397775307015942,973,middle
5,male,middle,0.7811004347897259,538,middle
6,male,middle,0.7790631055797386,854,middle
7,male,middle,0.7705435941861827,902,middle
8,male,middle,0.7698623858409399,467,middle
9,male,old,0.978037641482944,373,old
10,male,middle,0.7662581829995078,921,middle
11,male,middle,0.7472710743322961,509,middle
12,female,middle,0.7468863993794834,18,middle
13,male,middle,0.7453793360925839,744,middle
14,male,young,0.8970728502588213,637,young
15,male,old,0.852763300876253,378,old
16,male,old,0.8299094534341841,29,old
17,female,young,0.7791482566228939,134,young
18,female,middle,0.7418502109731208,915,middle
19,male,middle,0.7393427409758783,205,middle
20,male,middle,0.7318853353849332,763,middle
21,male,old,0.7782320565818451,294,old
22,male,young,0.713500894636838,242,young
23,male,young,0.6829414286739607,887,young
24,female,young,0.6750266313428872,130,young
25,male,young,0.6337776402489621,706,young
26,male,young,0.6308198613155506,812,young
27,male,young,0.6231565822228546,805,young
28,male,young,0.6045395107136068,677,young
29,female,young,0.5955629223712094,333,young
30,male,young,0.5656006154799245,334,young
31,male,young,0.5550475523718265,93,young
32,female,old,0.7522668120582692,728,old
33,female,young,0.5461842888927783,802,young
34,male,young,0.5228149707181146,43,young
35,female,young,0.5197279699613563,410,young
36,male,young,0.49822835463630905,280,young
37,female,young,0.4933605795685345,306,young
38,female,young,0.48527343400778417,58,young
39,female,young,0.47743875105927264,332,young
40,female,young,0.4748555737574873,1,young
41,male,young,0.4744290315634928,101,young
42,male,old,0.750447318418942,701,old
43,male,old,0.7481568970141418,788,old
44,male,young,0.47061879782466637,951,young
45,female,old,0.7464230266049005,44,old
46,male,old,0.7246923544751359,828,old
47,male,old,0.693505352081463,917,old
48,male,old,0.6915171303122605,115,old
49,female,young,0.4576163437117922,736,young
50,male,old,0.6832633027650008,293,old
51,male,old,0.6745473616083065,715,old
52,male,old,0.6533853599386535,650,old
53,male,old,0.6258540287618505,95,old
54,male,old,0.617813157520301,214,old
55,male,old,0.6087060881894087,615,old
56,male,old,0.605881938157363,65,old
57,male,old,0.6040756657520931,796,old
58,female,young,0.44187961247933394,359,young
59,female,young,0.4307145951091507,523,young
