,gender,age_cat,quality,id,z
0,male,old,0.978037641482944,373,male
1,male,middle,0.9054719539850689,672,male
2,male,young,0.8970728502588213,637,male
3,male,middle,0.8622670072288672,714,male
4,male,old,0.852763300876253,378,male
5,male,middle,0.8506951221201319,832,male
6,male,middle,0.8397775307015942,973,male
7,male,old,0.8299094534341841,29,male
8,male,middle,0.7811004347897259,538,male
9,male,middle,0.7790631055797386,854,male
10,female,old,1.0,374,female
11,male,old,0.7782320565818451,294,male
12,male,middle,0.7705435941861827,902,male
13,male,middle,0.7698623858409399,467,male
14,male,middle,0.7662581829995078,921,male
15,male,old,0.750447318418942,701,male
16,male,old,0.7481568970141418,788,male
17,male,middle,0.7472710743322961,509,male
18,male,middle,0.7453793360925839,744,male
19,male,middle,0.7393427409758783,205,male
20,male,middle,0.7318853353849332,763,male
21,male,middle,0.7279845991510709,226,male
22,male,old,0.7246923544751359,828,male
23,male,middle,0.7193623084022832,653,male
24,female,young,0.7791482566228939,134,female
25,female,old,0.7522668120582692,728,female
26,female,middle,0.7468863993794834,18,female
27,female,old,0.7464230266049005,44,female
28,male,middle,0.7137711429567968,927,male
29,female,middle,0.7418502109731208,915,female
30,female,young,0.6750266313428872,130,female
31,female,middle,0.6728393040846058,491,female
32,female,middle,0.6578591737106465,375,female
33,female,middle,0.6436890013183459,153,female
34,female,middle,0.628366220628399,211,female
35,female,middle,0.6150266250470613,292,female
36,female,middle,0.6125947049587184,116,female
37,female,young,0.5955629223712094,333,female
38,female,old,0.5894806825178771,482,female
39,female,middle,0.5890571308411098,870,female
40,female,middle,0.586479619782492,73,female
41,female,middle,0.5864498720058626,833,female
42,female,middle,0.5759736179718122,912,female
43,female,middle,0.5604204100597223,121,female
44,female,old,0.558044365424836,487,female
45,female,young,0.5461842888927783,802,female
46,female,middle,0.5400981141483574,705,female
47,female,middle,0.5378158773170213,770,female
48,female,old,0.5341258938498598,760,female
49,female,middle,0.5281920780883859,826,female
50,female,middle,0.5206144222257759,537,female
51,female,young,0.5197279699613563,410,female
52,female,old,0.5151899387667989,83,female
53,female,middle,0.5139101547891718,753,female
54,female,old,0.5119362560235313,261,female
55,female,old,0.5070985435236729,702,female
56,female,middle,0.5051720208467383,437,female
57,female,middle,0.5041149517047208,319,female
58,female,old,0.5039732956255344,955,female
59,female,old,0.5025095161406086,967,female
60,female,old,0.5015978805732224,186,female
61,female,middle,0.4972090604487413,240,female
62,female,middle,0.4941096254361434,592,female
63,female,young,0.4933605795685345,306,female
64,female,middle,0.49213006042733554,569,female
65,female,middle,0.4873455476549939,675,female
66,female,middle,0.48588979534788845,790,female
67,female,young,0.48527343400778417,58,female
68,female,middle,0.4835853657308132,57,female
69,female,old,0.4817200699592157,801,female
70,female,young,0.47743875105927264,332,female
71,female,young,0.4748555737574873,1,female
72,female,middle,0.47400437811722074,285,female
73,female,middle,0.46809338472406026,424,female
74,female,old,0.46779370341875937,263,female
75,female,middle,0.4634141696372472,295,female
76,female,young,0.4576163437117922,736,female
77,female,middle,0.4565536083266073,444,female
78,female,old,0.4546291317930386,584,female
79,female,middle,0.4529108435525079,70,female
80,female,middle,0.451455248641046,771,female
81,female,middle,0.4469600290615317,113,female
82,female,young,0.44187961247933394,359,female
83,female,middle,0.44107500594955534,168,female
84,female,old,0.43945241426029713,448,female
85,female,old,0.4379053724799384,815,female
86,female,middle,0.4355137456763417,135,female
87,female,young,0.4307145951091507,523,female
88,female,middle,0.42912206598780883,945,female
89,female,middle,0.42603097294431846,92,female
90,female,middle,0.42472317254214115,667,female
91,female,old,0.4240717119735274,611,female
92,female,middle,0.4239376108852309,195,female
93,female,young,0.4229271308537014,869,female
94,female,middle,0.4184363183522062,445,female
95,female,middle,0.41762289766638927,708,female
96,female,middle,0.4159275891898154,341,female
97,female,middle,0.40028860065199573,711,female
98,female,middle,0.3984390444447523,418,female
99,female,middle,0.39683801595865914,777,female
100,female,middle,0.3953736068911591,602,female
101,female,middle,0.3930534377097297,146,female
102,female,middle,0.3921531346286785,953,female
103,female,young,0.38929435755505387,565,female
104,female,middle,0.388694994944452,327,female
105,female,young,0.38691831292016765,596,female
106,female,middle,0.38596386573773855,369,female
107,female,middle,0.3855055296237489,636,female
108,female,old,0.38380612886044296,750,female
109,female,middle,0.38355760113929266,755,female
110,female,middle,0.37415887768092004,910,female
111,female,young,0.372760889574994,420,female
112,female,middle,0.37207275582143534,382,female
113,female,young,0.3642413781814382,575,female
114,female,young,0.3604267373645925,614,female
115,female,middle,0.3602451027919469,301,female
116,female,young,0.3571677031694445,417,female
117,female,young,0.3532926224254795,118,female
118,female,middle,0.3513550820534969,898,female
119,female,middle,0.3505054603696658,603,female
120,female,middle,0.3501179522952692,576,female
121,female,young,0.34242854552574553,11,female
122,female,middle,0.3361081660637364,739,female
123,female,old,0.3359923228700907,607,female
124,female,middle,0.3348452234199681,658,female
125,female,young,0.3341193147119597,517,female
126,female,middle,0.3320292579613865,381,female
127,female,old,0.33046742099053483,96,female
128,female,middle,0.33006291418663597,69,female
129,female,middle,0.3251115620321414,483,female
130,female,middle,0.3245594181146017,995,female
131,female,middle,0.32147698183150614,897,female
132,female,middle,0.32082001241536834,468,female
133,female,young,0.31814869355320036,618,female
134,female,middle,0.31740987840242163,271,female
135,female,young,0.31489689955765526,59,female
136,female,middle,0.3139824308686855,734,female
137,female,young,0.3087191205486939,550,female
138,female,young,0.30540122038286177,752,female
139,female,middle,0.3050911509650871,974,female
140,female,old,0.3033018772893196,317,female
141,female,old,0.30199769698694373,147,female
142,female,middle,0.30125290080171047,389,female
143,female,middle,0.3000954132391142,557,female
144,female,old,0.2959014489213362,554,female
145,female,old,0.2956401721530591,590,female
146,female,middle,0.2950936944786868,856,female
147,female,middle,0.2949640004684095,393,female
148,female,young,0.2905137960429476,252,female
149,female,middle,0.2885104642919651,630,female
150,female,young,0.28791110168136325,613,female
151,female,young,0.2863374600372461,817,female
152,female,middle,0.2842009715718285,141,female
153,female,old,0.28314217107773204,175,female
154,female,young,0.2823411846477549,724,female
155,female,middle,0.28120226977109636,965,female
156,female,middle,0.28078328256799184,732,female
157,female,middle,0.27818216216284275,108,female
158,female,middle,0.2730230477588749,215,female
159,female,young,0.2683461936067149,593,female
160,female,middle,0.2673291029581567,250,female
161,female,middle,0.2669692965170233,735,female
162,female,middle,0.26610897192943134,515,female
163,female,middle,0.26588452574174276,733,female
164,female,middle,0.2555713335944002,982,female
165,female,middle,0.25344775157175287,546,female
166,female,middle,0.2522276205430276,591,female
167,female,middle,0.2514141998572107,577,female
168,female,middle,0.24527954725457926,189,female
169,female,young,0.24412363364841846,521,female
170,female,middle,0.24342164907822816,858,female
171,female,middle,0.24261641296587536,399,female
172,female,middle,0.24012263638962097,80,female
173,female,middle,0.23972662895047328,414,female
174,female,middle,0.23951257087525832,775,female
175,female,middle,0.23760745400584504,15,female
176,female,old,0.2370937146253291,975,female
177,female,young,0.23584147488532156,340,female
178,female,middle,0.23228181501101142,120,female
179,female,middle,0.2272986689365217,276,female
180,female,middle,0.2237453048879532,385,female
181,female,young,0.2213050428305025,761,female
182,female,middle,0.22098962196084757,446,female
183,female,young,0.21948554919117527,585,female
184,female,young,0.21799595682070877,480,female
185,female,middle,0.21641192706411794,129,female
186,male,young,0.713500894636838,242,male
187,male,middle,0.7121657073926846,657,male
188,male,middle,0.7048705767102296,868,male
189,male,middle,0.6935986876980825,395,male
190,male,old,0.693505352081463,917,male
191,male,old,0.6915171303122605,115,male
192,male,middle,0.6878529597306394,888,male
193,male,old,0.6832633027650008,293,male
194,male,middle,0.6829681859333625,549,male
195,male,young,0.6829414286739607,887,male
196,male,middle,0.6812171593989753,266,male
197,male,old,0.6745473616083065,715,male
198,male,middle,0.6738145274919823,787,male
199,male,middle,0.6713276763240436,415,male
200,male,middle,0.6685235155387276,778,male
201,male,middle,0.6638570494990412,501,male
202,male,middle,0.6561627634645678,63,male
203,male,old,0.6533853599386535,650,male
204,male,middle,0.6478757254365212,542,male
205,male,middle,0.6431747897508994,552,male
206,male,middle,0.6420231258271141,328,male
207,male,middle,0.6357003854304519,684,male
208,male,young,0.6337776402489621,706,male
209,male,young,0.6308198613155506,812,male
210,male,middle,0.6277500166839383,3,male
211,male,old,0.6258540287618505,95,male
212,male,middle,0.6232288268232397,877,male
213,male,young,0.6231565822228546,805,male
214,male,middle,0.6224714389865231,51,male
215,male,middle,0.6200393615025367,368,male
216,male,old,0.617813157520301,214,male
217,male,middle,0.6162211005858895,895,male
218,male,middle,0.6127576094497826,791,male
219,male,middle,0.6125939179805007,268,male
220,male,middle,0.6124234584985463,968,male
221,male,middle,0.6121347948882931,616,male
222,male,old,0.6087060881894087,615,male
223,male,middle,0.6075383699099823,687,male
224,male,old,0.605881938157363,65,male
225,male,middle,0.6050552962374887,315,male
226,male,young,0.6045395107136068,677,male
227,male,middle,0.6043274987817578,822,male
228,male,old,0.6040756657520931,796,male
229,male,middle,0.5963003209611963,98,male
230,male,middle,0.5958465493208693,286,male
231,male,middle,0.595504528587456,520,male
232,male,middle,0.5954869002753795,46,male
233,male,old,0.5939028705187888,54,male
234,male,old,0.5902084799736079,956,male
235,male,middle,0.5885942302534574,74,male
236,male,old,0.5880804908729415,62,male
237,male,middle,0.5878626553022815,676,male
238,male,middle,0.5863415838031069,719,male
239,male,middle,0.5837809140783478,78,male
240,male,middle,0.5815353504319566,106,male
241,male,middle,0.5794589871023715,659,male
242,male,middle,0.5785292510359782,568,male
243,female,middle,0.21612483741030025,727,female
244,male,middle,0.5778145174186612,716,male
245,male,old,0.5775017722749463,814,male
246,male,old,0.57732722050626,227,male
247,male,old,0.5765301689673713,669,male
248,male,middle,0.575639467020576,191,male
249,male,middle,0.5749100956084097,255,male
250,male,middle,0.5732298971136157,371,male
251,male,old,0.5698863414578866,980,male
252,male,middle,0.5696886525296,145,male
253,male,middle,0.5659342942442303,239,male
254,male,middle,0.5657328278204984,164,male
255,male,young,0.5656006154799245,334,male
256,male,middle,0.5655275839013217,703,male
257,male,middle,0.5642462259672592,304,male
258,male,middle,0.562796612090252,411,male
259,male,middle,0.5618885966226672,40,male
260,male,middle,0.5592229440036668,426,male
261,male,middle,0.5588573139237224,273,male
262,male,middle,0.5586349138793997,882,male
263,male,middle,0.5567902369371059,262,male
