,lsat,gender,race1,z,id,quality
0,48.0,female,white,white_female,10552,1.0
1,48.0,female,hisp,hisp_female,19690,1.0
2,48.0,male,hisp,hisp_male,8756,1.0
3,46.0,female,black,black_female,6460,0.9459459459459459
4,47.0,male,black,black_male,1997,0.972972972972973
5,48.0,female,asian,asian_female,20897,1.0
6,48.0,female,asian,asian_female,13631,1.0
7,48.0,male,asian,asian_male,13072,1.0
8,48.0,female,white,white_female,40,1.0
9,48.0,female,white,white_female,10471,1.0
10,47.0,male,black,black_male,21740,0.972972972972973
11,48.0,female,white,white_female,7903,1.0
12,48.0,female,white,white_female,20818,1.0
13,48.0,female,hisp,hisp_female,20723,1.0
14,46.0,female,black,black_female,6976,0.9459459459459459
15,48.0,female,white,white_female,1154,1.0
16,48.0,female,white,white_female,15055,1.0
17,48.0,male,hisp,hisp_male,6165,1.0
18,48.0,male,white,white_male,13780,1.0
19,48.0,female,asian,asian_female,14850,1.0
20,48.0,female,white,white_female,3205,1.0
21,47.0,female,hisp,hisp_female,21461,0.972972972972973
22,48.0,female,asian,asian_female,1403,1.0
23,48.0,male,hisp,hisp_male,21114,1.0
24,48.0,male,hisp,hisp_male,16237,1.0
25,48.0,male,asian,asian_male,20841,1.0
26,47.0,male,hisp,hisp_male,10068,0.972972972972973
27,48.0,male,white,white_male,7600,1.0
28,48.0,male,asian,asian_male,13335,1.0
29,48.0,male,white,white_male,31,1.0
30,46.0,male,black,black_male,16373,0.9459459459459459
31,48.0,male,asian,asian_male,4862,1.0
32,48.0,male,asian,asian_male,14263,1.0
33,48.0,female,white,white_female,5553,1.0
34,48.0,male,asian,asian_male,1669,1.0
35,46.0,male,black,black_male,5527,0.9459459459459459
36,48.0,male,white,white_male,4,1.0
37,48.0,female,asian,asian_female,1854,1.0
38,44.0,male,black,black_male,6729,0.8918918918918919
39,47.0,female,hisp,hisp_female,4881,0.972972972972973
40,45.0,female,black,black_female,10138,0.918918918918919
41,47.0,male,hisp,hisp_male,12514,0.972972972972973
42,47.0,male,asian,asian_male,10109,0.972972972972973
43,48.0,female,asian,asian_female,9780,1.0
44,43.0,male,black,black_male,19523,0.8648648648648649
45,46.0,female,hisp,hisp_female,17335,0.9459459459459459
46,45.0,female,hisp,hisp_female,11184,0.918918918918919
47,43.0,male,black,black_male,8186,0.8648648648648649
48,44.0,female,black,black_female,19612,0.8918918918918919
49,43.0,male,black,black_male,21692,0.8648648648648649
50,48.0,female,asian,asian_female,21431,1.0
51,44.0,female,black,black_female,4804,0.8918918918918919
52,47.0,male,asian,asian_male,9733,0.972972972972973
53,47.0,male,asian,asian_male,717,0.972972972972973
54,48.0,female,white,white_female,196,1.0
55,47.0,female,asian,asian_female,13091,0.972972972972973
56,48.0,male,white,white_male,2450,1.0
57,47.0,male,asian,asian_male,11850,0.972972972972973
58,44.0,female,black,black_female,6358,0.8918918918918919
59,47.0,male,hisp,hisp_male,13543,0.972972972972973
60,48.0,female,white,white_female,5585,1.0
61,47.0,female,asian,asian_female,9756,0.972972972972973
62,43.0,female,black,black_female,4327,0.8648648648648649
63,42.0,male,black,black_male,12707,0.8378378378378378
64,43.0,female,black,black_female,4207,0.8648648648648649
65,48.0,female,white,white_female,13910,1.0
66,48.0,female,white,white_female,22093,1.0
67,48.0,male,white,white_male,18937,1.0
68,43.0,female,black,black_female,18581,0.8648648648648649
69,42.0,female,black,black_female,10692,0.8378378378378378
70,42.0,male,black,black_male,18396,0.8378378378378378
71,42.0,male,black,black_male,21794,0.8378378378378378
72,47.0,male,asian,asian_male,5657,0.972972972972973
73,42.0,female,black,black_female,18927,0.8378378378378378
74,42.0,female,black,black_female,14865,0.8378378378378378
75,47.0,male,asian,asian_male,2024,0.972972972972973
76,45.0,female,hisp,hisp_female,16720,0.918918918918919
77,46.0,male,asian,asian_male,15084,0.9459459459459459
78,47.0,male,hisp,hisp_male,15893,0.972972972972973
79,46.0,male,asian,asian_male,13271,0.9459459459459459
80,42.0,male,black,black_male,15357,0.8378378378378378
81,46.0,male,asian,asian_male,10860,0.9459459459459459
82,42.0,male,black,black_male,10523,0.8378378378378378
83,47.0,female,asian,asian_female,20551,0.972972972972973
84,42.0,female,black,black_female,4203,0.8378378378378378
85,42.0,female,black,black_female,11945,0.8378378378378378
86,47.0,male,hisp,hisp_male,11852,0.972972972972973
87,42.0,female,black,black_female,1176,0.8378378378378378
88,42.0,female,black,black_female,12243,0.8378378378378378
89,48.0,male,white,white_male,3249,1.0
90,47.0,female,asian,asian_female,5099,0.972972972972973
91,46.0,male,hisp,hisp_male,15601,0.9459459459459459
92,48.0,male,white,white_male,15158,1.0
93,41.0,female,black,black_female,21508,0.8108108108108109
94,42.0,male,black,black_male,15705,0.8378378378378378
95,48.0,male,white,white_male,5539,1.0
96,41.0,female,black,black_female,7949,0.8108108108108109
97,48.0,male,white,white_male,13944,1.0
98,45.0,female,hisp,hisp_female,3670,0.918918918918919
99,44.0,female,hisp,hisp_female,19298,0.8918918918918919
100,44.0,female,hisp,hisp_female,2892,0.8918918918918919
101,47.0,female,asian,asian_female,9697,0.972972972972973
102,44.0,female,hisp,hisp_female,21318,0.8918918918918919
103,46.0,male,hisp,hisp_male,19315,0.9459459459459459
104,44.0,female,hisp,hisp_female,5423,0.8918918918918919
105,41.0,female,black,black_female,20003,0.8108108108108109
106,42.0,male,black,black_male,19086,0.8378378378378378
107,42.0,male,black,black_male,21985,0.8378378378378378
108,48.0,female,white,white_female,18709,1.0
109,46.0,male,asian,asian_male,13431,0.9459459459459459
110,48.0,male,white,white_male,5547,1.0
111,42.0,male,black,black_male,1099,0.8378378378378378
112,44.0,female,hisp,hisp_female,21434,0.8918918918918919
113,46.0,male,asian,asian_male,3120,0.9459459459459459
114,42.0,male,black,black_male,11369,0.8378378378378378
115,48.0,female,white,white_female,13120,1.0
116,48.0,male,white,white_male,5548,1.0
117,47.0,female,asian,asian_female,14057,0.972972972972973
118,46.0,female,asian,asian_female,9026,0.9459459459459459
119,44.0,female,hisp,hisp_female,8567,0.8918918918918919
120,46.0,female,asian,asian_female,2327,0.9459459459459459
121,46.0,male,hisp,hisp_male,7605,0.9459459459459459
122,45.0,male,hisp,hisp_male,13510,0.918918918918919
123,44.0,female,hisp,hisp_female,19187,0.8918918918918919
124,48.0,female,white,white_female,15022,1.0
125,46.0,male,asian,asian_male,21352,0.9459459459459459
126,46.0,male,asian,asian_male,14384,0.9459459459459459
127,41.0,female,black,black_female,8521,0.8108108108108109
128,46.0,male,asian,asian_male,1208,0.9459459459459459
129,44.0,female,hisp,hisp_female,2613,0.8918918918918919
130,41.0,female,black,black_female,19801,0.8108108108108109
131,42.0,male,black,black_male,21736,0.8378378378378378
132,46.0,female,asian,asian_female,454,0.9459459459459459
133,46.0,male,asian,asian_male,6316,0.9459459459459459
134,45.0,male,hisp,hisp_male,3793,0.918918918918919
135,41.0,male,black,black_male,18164,0.8108108108108109
136,48.0,male,white,white_male,4516,1.0
137,46.0,male,asian,asian_male,8765,0.9459459459459459
138,48.0,female,white,white_female,14976,1.0
139,41.0,male,black,black_male,18279,0.8108108108108109
140,41.0,male,black,black_male,15850,0.8108108108108109
