,lsat,gender,race1,z,id,quality
0,48.0,female,white,female,1371,1.0
1,48.0,female,other,female,436,1.0
2,48.0,female,white,female,10239,1.0
3,48.0,female,white,female,2109,1.0
4,48.0,male,white,male,19372,1.0
5,48.0,male,white,male,21403,1.0
6,48.0,male,white,male,18211,1.0
7,48.0,female,white,female,2019,1.0
8,48.0,female,white,female,3481,1.0
9,48.0,male,white,male,10252,1.0
10,48.0,female,white,female,3506,1.0
11,48.0,female,white,female,20490,1.0
12,48.0,female,white,female,12103,1.0
13,48.0,female,white,female,15055,1.0
14,48.0,male,asian,male,1669,1.0
15,48.0,male,white,male,1673,1.0
16,48.0,male,white,male,20409,1.0
17,48.0,male,white,male,21283,1.0
18,48.0,female,white,female,9226,1.0
19,48.0,female,white,female,14554,1.0
20,48.0,male,white,male,20635,1.0
21,48.0,female,other,female,7266,1.0
22,48.0,female,white,female,14274,1.0
23,48.0,female,white,female,3031,1.0
24,48.0,female,white,female,3271,1.0
25,48.0,female,white,female,10249,1.0
26,48.0,male,white,male,12034,1.0
27,48.0,male,white,male,14326,1.0
28,48.0,male,white,male,21613,1.0
29,48.0,male,white,male,21625,1.0
30,48.0,male,white,male,14768,1.0
31,48.0,female,white,female,5461,1.0
32,48.0,male,white,male,10804,1.0
33,48.0,male,white,male,10232,1.0
34,48.0,female,white,female,17016,1.0
35,48.0,female,white,female,22093,1.0
36,48.0,male,white,male,19452,1.0
37,48.0,male,white,male,4724,1.0
38,48.0,female,white,female,20483,1.0
39,48.0,female,white,female,17018,1.0
40,48.0,male,white,male,1538,1.0
41,48.0,female,white,female,12911,1.0
42,48.0,male,white,male,6932,1.0
43,48.0,female,white,female,12906,1.0
44,48.0,male,white,male,640,1.0
45,48.0,female,white,female,21202,1.0
46,48.0,female,white,female,14537,1.0
47,48.0,female,white,female,3569,1.0
48,48.0,male,white,male,13411,1.0
49,48.0,female,white,female,11028,1.0
50,48.0,male,white,male,9375,1.0
51,48.0,female,asian,female,14850,1.0
52,48.0,female,white,female,10049,1.0
53,48.0,female,white,female,4988,1.0
54,48.0,female,white,female,1800,1.0
55,48.0,male,white,male,7922,1.0
56,48.0,male,white,male,3543,1.0
57,48.0,female,white,female,14529,1.0
58,48.0,female,white,female,5054,1.0
59,48.0,male,white,male,12041,1.0
60,48.0,male,white,male,1892,1.0
61,48.0,male,white,male,13944,1.0
62,48.0,male,white,male,397,1.0
63,48.0,female,white,female,9527,1.0
64,48.0,male,white,male,10213,1.0
65,48.0,male,white,male,14525,1.0
66,48.0,female,white,female,17316,1.0
67,48.0,female,white,female,5090,1.0
68,48.0,female,white,female,21153,1.0
69,48.0,female,white,female,499,1.0
70,48.0,female,white,female,13364,1.0
71,48.0,female,white,female,1952,1.0
72,48.0,male,white,male,5414,1.0
73,48.0,female,white,female,13910,1.0
74,48.0,female,white,female,7903,1.0
75,48.0,female,white,female,17152,1.0
76,48.0,male,white,male,13197,1.0
77,48.0,female,white,female,7888,1.0
78,48.0,male,white,male,13140,1.0
79,48.0,female,white,female,15283,1.0
80,48.0,female,white,female,781,1.0
81,48.0,female,white,female,14585,1.0
82,48.0,female,white,female,14842,1.0
83,48.0,male,white,male,10890,1.0
84,48.0,female,white,female,9332,1.0
85,48.0,female,white,female,14360,1.0
86,48.0,female,white,female,9944,1.0
87,48.0,female,white,female,6855,1.0
88,48.0,female,white,female,6715,1.0
89,48.0,female,asian,female,1854,1.0
90,48.0,female,white,female,15022,1.0
91,48.0,female,asian,female,1403,1.0
92,48.0,female,white,female,5031,1.0
93,48.0,female,white,female,20410,1.0
94,48.0,female,white,female,14976,1.0
95,48.0,female,white,female,9940,1.0
96,48.0,female,white,female,21374,1.0
97,48.0,female,white,female,21139,1.0
98,48.0,female,white,female,20818,1.0
99,48.0,female,white,female,10471,1.0
100,48.0,female,white,female,20704,1.0
101,48.0,female,asian,female,13631,1.0
102,48.0,female,white,female,13630,1.0
103,48.0,female,white,female,2568,1.0
104,48.0,female,white,female,12520,1.0
105,48.0,female,white,female,1154,1.0
106,48.0,female,hisp,female,20723,1.0
107,48.0,female,white,female,6191,1.0
108,48.0,female,white,female,13080,1.0
109,48.0,female,white,female,13040,1.0
110,48.0,female,white,female,5585,1.0
111,48.0,female,white,female,13110,1.0
112,48.0,female,white,female,2303,1.0
113,48.0,female,white,female,20764,1.0
114,48.0,female,white,female,14193,1.0
115,48.0,female,white,female,14192,1.0
116,48.0,female,white,female,6181,1.0
117,48.0,female,white,female,13120,1.0
118,48.0,female,asian,female,9780,1.0
119,48.0,female,white,female,5867,1.0
120,48.0,female,white,female,14124,1.0
121,48.0,female,white,female,5810,1.0
122,48.0,female,white,female,18709,1.0
123,48.0,female,white,female,10552,1.0
124,48.0,female,white,female,13277,1.0
125,48.0,female,white,female,40,1.0
126,48.0,female,white,female,4665,1.0
127,48.0,female,white,female,8701,1.0
128,48.0,female,asian,female,20897,1.0
129,48.0,female,white,female,196,1.0
130,48.0,female,white,female,20663,1.0
131,48.0,female,white,female,21244,1.0
132,48.0,female,white,female,21046,1.0
133,48.0,female,white,female,2190,1.0
134,48.0,female,white,female,21028,1.0
135,48.0,female,white,female,328,1.0
136,48.0,female,white,female,13702,1.0
137,48.0,female,white,female,5553,1.0
138,48.0,male,white,male,14579,1.0
139,48.0,female,white,female,685,1.0
140,48.0,female,white,female,3205,1.0
141,48.0,female,white,female,20543,1.0
142,48.0,female,white,female,10822,1.0
143,48.0,female,white,female,14618,1.0
144,48.0,female,asian,female,21431,1.0
145,48.0,female,white,female,20570,1.0
146,48.0,female,white,female,8951,1.0
147,48.0,female,white,female,2177,1.0
148,48.0,female,white,female,13499,1.0
149,48.0,female,white,female,13647,1.0
150,48.0,female,white,female,9672,1.0
151,48.0,female,hisp,female,19690,1.0
152,48.0,female,white,female,21241,1.0
153,47.0,female,white,female,7183,0.972972972972973
154,47.0,female,white,female,880,0.972972972972973
155,47.0,female,white,female,13876,0.972972972972973
156,47.0,female,white,female,19630,0.972972972972973
157,47.0,female,white,female,1618,0.972972972972973
158,47.0,female,white,female,14705,0.972972972972973
159,47.0,female,white,female,10020,0.972972972972973
160,47.0,female,white,female,7198,0.972972972972973
161,47.0,female,white,female,16628,0.972972972972973
162,47.0,female,hisp,female,4881,0.972972972972973
163,47.0,female,asian,female,9756,0.972972972972973
164,47.0,female,white,female,3971,0.972972972972973
165,47.0,female,asian,female,5099,0.972972972972973
166,47.0,female,asian,female,14057,0.972972972972973
167,47.0,female,white,female,14941,0.972972972972973
