score,group,uuid
1.0,0,d60b5972-e827-4294-ab2e-df280c766ff6
1.0,0,904dc41c-adb5-4744-a1c8-96e22ce4098d
1.0,0,6158c994-a4c8-4c6a-ae1c-3043a340d0b4
1.0,0,17962555-a17b-48bc-917a-c5d04436f8fe
1.0,0,b2d69686-4b92-4924-aa8c-3d1b6856b71f
1.0,0,a36ae6d2-9b14-4fef-a857-f48822e6c53b
1.0,0,5b39877a-21f4-45ed-9194-6655f3988538
1.0,0,b47d44f1-3375-46a3-9c53-42592520a1c2
1.0,0,e2b2bc69-6564-4719-851b-e5114621eafd
1.0,0,1837f110-cf2f-4506-ab1e-ff0b30f5ee99
1.0,0,5b4a28f6-a582-4431-b79c-9813582d1c55
1.0,0,23445e21-7784-4663-ac3f-5ea2c518ebf4
1.0,0,bc29f839-f12f-49f7-8e57-c0973c0990f9
1.0,0,2b93d44f-85c1-4d6d-8a3f-4c4a0c222976
1.0,0,769a07be-ec71-4112-b44c-133e45f7d63c
1.0,0,50bfa691-816f-4711-8008-4af2ce108e2d
1.0,0,59218fb2-5fa7-44b3-ac14-54571bc86a35
1.0,0,09bd20bc-26ff-4063-8633-974120ecd1cb
1.0,0,9939b2f5-796e-41f6-a088-6de64430564a
1.0,4,cb79d96f-7610-4fc9-8929-5aebccd81486
1.0,0,cb5a98f0-b5e0-4207-a827-9832c34166b0
1.0,0,e139007f-851c-49b0-b8fd-ab26426e1a70
1.0,0,dbf5ed1b-c6e3-4330-b59e-a61c4816896c
1.0,0,515fafd4-65ad-4c5b-bfd6-311dc79838a5
1.0,0,bf7581eb-9c37-4acf-a26c-500ae10ef837
1.0,0,df120e61-472f-4fa8-8bbe-c5245e7b980b
1.0,0,62e41c1a-5750-4bd0-8732-4a7db7c955a2
1.0,0,21f970ff-5551-4370-8381-3ee3909cba33
1.0,6,039d3624-5dc1-4983-a5fa-ead6d317f869
1.0,0,ecab886f-49cd-471d-9206-bd88a1c0b742
1.0,0,e98c2f25-129d-4cc6-a3fb-3c379fa471f5
1.0,0,22f8fac5-00d2-4313-b3d7-d332487d62ff
1.0,0,7d536399-c937-4ead-a19d-aafe22cfeb3c
1.0,6,b194fefd-4790-401a-8f0e-348b75f40b88
1.0,0,445bcfa6-997f-47ee-b37c-9e10146e3d7a
1.0,0,09a772c1-4498-4254-ad61-b284d6ec3ce5
1.0,0,52359d8e-5405-413e-84e5-0551d3afa0d8
1.0,0,406dc53d-bf2d-4d95-8882-704bdd37dd66
1.0,0,6e5850ad-b5f3-46d0-84c6-f76d13ccf3f4
1.0,0,a1f45029-3f42-4f33-8be4-0634dc259b6b
1.0,0,2e6187b3-87ae-48c3-a29a-045d619e3455
1.0,0,cdeae090-abff-48c5-ba9f-3df1eb0387c4
1.0,0,c36b013b-0752-452e-a36d-4f644f0f4381
1.0,0,56877fdc-d713-4734-9487-98d1feb1c074
1.0,5,f19986ca-1c60-459c-b216-45b756a434c3
1.0,0,61f74cd7-37b4-4eac-a5ac-3c0646daf849
1.0,0,b3542244-341e-4548-820d-60d122ba6161
1.0,0,69a28cb5-40ff-49df-a5d4-0559ded0036b
1.0,0,b613911e-a2f3-447e-b5ec-1c59d74206c1
1.0,0,f19122cb-5a06-4dcb-911c-82597e7ac446
1.0,0,3a470ff9-eee0-4246-883c-34b155838e2c
1.0,5,b3b65924-fba0-45fd-95f8-ab776156a67d
1.0,0,9505df5a-71ed-4577-a4e7-7cc1017d1aec
1.0,0,9d0f1fcc-e48a-4fd3-a29d-6af8702d2f6d
1.0,0,72c1fcc2-f095-4452-a772-d61161d6752f
1.0,0,0ef65a93-8dcb-4516-b181-21efcdb54e18
1.0,0,b2469307-6b86-4165-8903-ede551a5bcce
1.0,0,4be82f8b-e5a8-4f7a-bf7d-75a6dc850fb3
1.0,0,36ffc6c8-0204-4b0e-9e72-133ceb93d304
1.0,0,48b42488-c086-4df5-9520-b0425c541469
1.0,0,02d5b120-a575-4de8-a0f8-0f2a58e75365
1.0,0,b601f03e-9332-4b47-b617-20c4a78eabe2
1.0,0,6de594f2-c0a3-4069-b867-5cd3373fa191
1.0,0,b397f2f7-2a5f-41e8-86dd-150deb5d6571
1.0,0,6b5bffe5-4c5a-4cb6-90b5-9e5421103c3c
1.0,0,b81efa9e-437b-4c3b-a95a-0b000d8d2b0f
1.0,4,c9ac74fd-f230-47ec-a6c2-70e2992eaf2c
1.0,0,bdec01b3-780e-4c58-bc1d-a32217074cfb
1.0,0,b7bf45a9-f0e8-4dd8-9df5-2d3e9e0fc1e3
1.0,0,90f96f7c-e152-4f67-8b59-95c517d7c004
1.0,0,18c65fc3-625e-4f68-b92b-43f03b7c6fbe
1.0,0,f8bed749-1eb6-4c25-85d2-7516e14b886a
1.0,0,57dbc3e8-3f03-4cc5-bc5d-73c477d0d1cb
1.0,0,e56d4758-e8ba-42a9-b8b9-e6d541bbf514
1.0,5,b1213569-b05a-4c38-a9a7-292122908e18
1.0,0,ed9480e5-a17e-4e4b-a690-9f76ecda7cb0
1.0,0,ce95b440-5351-4ce4-8c23-e3a840db36b9
1.0,0,ec585e61-baf5-4fba-8a58-c2f2259f5727
1.0,0,30118201-36b3-432b-b1da-54b6d6f60910
1.0,0,937e7963-eb14-4e21-a0c3-76368edf0a64
1.0,0,d9ef7b92-0792-4160-81d3-6cce04625c64
1.0,0,cd632e38-d7f1-47fe-a080-f907b1b94c3d
1.0,0,beff8155-c7f2-46be-bc4d-c9ad11061846
1.0,0,ed5e00a8-2e13-4501-9c09-5b62b6b2d08b
1.0,0,d6fa29bc-ac0f-4624-a681-b6387ad7ea3f
1.0,0,db8fd0a5-5185-4955-ba9a-f04666ecf1d5
1.0,0,32c3873c-d38e-41b2-b58a-33d0a6613523
1.0,0,55ee2ace-522d-4b91-956e-45bfe869bb5c
1.0,0,f72afb52-5845-44a5-982e-c79db4af0d15
1.0,0,57d15979-4cdc-4ae0-b728-fe7b73424d6e
1.0,0,df5be89f-fe6e-41bb-8061-317aa4bf2a3b
1.0,0,a543a4e5-0576-47a8-adb3-403fafbd4875
1.0,3,20e094f9-2e5c-4a05-a71e-431fa35b36a5
1.0,0,b50d780a-7aad-450c-a94d-c0db6ec8fb53
1.0,0,4ecb8b97-3838-4177-8314-dfe306da15f1
1.0,0,68076492-b78c-454c-b1f5-fc2c184069f4
1.0,0,548bba9e-ba33-46f9-b8ff-363059b71bca
