score,group,uuid
1.0,3,4dab34c0-298e-4396-aa52-50ccaa43040c
0.978037641482944,4,fd7a997c-5ce1-42e0-9e75-bcc4af5d5307
0.9054719539850689,0,2972910e-fd0d-48e2-b8a2-522fc2105a3b
0.8970728502588213,2,6abb3418-9d7c-4f7c-beba-a6813eab0ad8
0.8622670072288672,0,6d916a13-7bba-40dd-bc9e-516516deb3c4
0.852763300876253,4,4f4253ae-a53f-4614-9b57-88bbc83a4806
0.8506951221201319,0,4de1a133-431b-4b4d-a1d3-2d74e3b30e87
0.8397775307015942,0,7f0fe1f8-2ed0-4c93-998d-607fe9204a47
0.8299094534341841,4,1c351d49-bd6f-44b7-bc80-a5f9c7658641
0.7811004347897259,0,3c3e010b-e8e6-47a3-9fb8-cc42c507a1ed
0.7791482566228939,1,93b43ed1-ee8c-4e30-ae19-38c1c8ac784b
0.7790631055797386,0,b70697da-9da0-45f8-965d-3078a44d04f8
0.7782320565818451,4,dcaf2d6f-8160-4644-8ca2-ced753ff8df7
0.7705435941861827,0,e098fa0e-cf89-409c-8fa4-3d51f64d66f5
0.7698623858409399,0,82d79485-c097-444c-9850-755f4f03948b
0.7662581829995078,0,8f0fe7bf-ecb5-4920-97e2-64a487fcd9da
0.7522668120582692,3,6436691d-e62b-4718-b959-592c223f739c
0.750447318418942,4,b651685b-3c48-4b66-b622-fba2aaad40a8
0.7481568970141418,4,91d98bf1-d966-4704-a085-0a7ea47d19e7
0.7472710743322961,0,c96dd93f-2e15-4304-b08c-1621190af82c
0.7468863993794834,0,b45dcd7b-2dde-46cb-a9cc-aabfeae67490
0.7464230266049005,3,606fe448-b5aa-457c-bf7f-21882aa216c3
0.7453793360925839,0,7f4fcd5a-58d4-4dc0-95fa-1ecfcd995963
0.7418502109731208,0,12ca80b4-ddfa-4564-a292-1d64d3b98912
0.7393427409758783,0,42d5f44b-86ae-4bbb-9a0c-2a2b29882b08
0.7318853353849332,0,8a4d4383-813e-4800-8786-2b0c64d7dd90
0.7279845991510709,0,0172ffac-dcc1-449c-9285-c7ef41eb3e1e
0.7246923544751359,4,e9ce62d2-e2a3-4141-9fc7-01f68a834300
0.7193623084022832,0,8eccdafd-21e1-4e37-8af9-de0ba4a4e605
0.7137711429567968,0,6e0a94c0-b649-411d-81ec-b8dc42fb50ee
0.713500894636838,2,aad6c854-4c4b-4c56-a982-1813cc0a6467
0.7121657073926846,0,0a3b8d37-ebe4-4d99-b8f8-b4d70ec96d6b
0.7048705767102296,0,2cdcc29b-a90a-4367-9a62-4f9e4446e792
0.6935986876980825,0,efe70a1b-7f40-40a9-a4fe-bb655a7f5000
0.693505352081463,4,cd47b758-1283-41cc-a29f-261636c43a6c
0.6915171303122605,4,942678f2-0251-4b35-9bd7-7b7e972bf221
0.6878529597306394,0,a0be67a1-9888-42c8-8626-c28ff870924a
0.6832633027650008,4,4fa0d4fc-da2d-4e92-bd63-bd258c5537f3
0.6829681859333625,0,c75d010a-0160-4cac-8dca-2f0e3591b39c
0.6829414286739607,2,fbe80685-535c-4056-b376-0e3f2b15758a
0.6812171593989753,0,15361b27-a2f1-40aa-963f-74bd742eb642
0.6750266313428872,1,d7fdfd61-db8b-4551-b681-3e179d1232d3
0.6745473616083065,4,5a015507-a6d5-4345-95d2-abf311e07b17
0.6738145274919823,0,4aee5048-8096-420a-aef4-31c32ba224d5
0.6728393040846058,0,186d2ce4-b976-4e1e-82f9-1d1fe0a6168d
0.6713276763240436,0,84f53917-471a-4461-9ab4-40b4901729a1
0.6685235155387276,0,7cf08506-3ed8-4c7c-ac01-53a8c4229f76
0.6638570494990412,0,96ffb619-f691-4b9f-b96f-e3705e2f218e
0.6578591737106465,0,05245d1d-3556-4b2a-b592-5799475011ed
0.6561627634645678,0,5ef6226d-ed50-41f8-be11-1f196ff43c79
0.6533853599386535,4,b20b93f9-8b9c-4e1f-98a6-852509530437
0.6478757254365212,0,90dfaa4d-4e9d-496e-8c7c-2cddf664f8c9
0.6436890013183459,0,cbdd74d7-a5a6-4a39-bd4e-b509d235034e
0.6431747897508994,0,a7da9dda-f40f-4822-90b9-a39addca74a7
0.6420231258271141,0,a7a48d66-e3bb-4759-983a-cdfe17f08b2d
0.6357003854304519,0,d3e19a8f-e986-46a8-b021-3c0396e7a44a
0.6337776402489621,2,5272b596-650b-4d17-94cf-16dc2aeb7f26
0.6308198613155506,2,dce2b38c-5d67-40dc-882d-ba0400815b91
0.628366220628399,0,6015b447-de7e-4474-ab97-54e0816b0366
0.6277500166839383,0,2812618e-1269-4cbf-8c5f-8de1619d42a2
0.6258540287618505,4,f6cfe05f-6e92-411c-8f7e-7f2e28a854d7
0.6232288268232397,0,4656b1b8-5200-4596-913d-de962314bb68
0.6231565822228546,2,c5337c5e-1b7f-49e8-b142-1b49a24e357f
0.6224714389865231,0,17be97ed-39bf-4162-9b50-5bb44cffea5c
0.6200393615025367,0,c2c88d6f-01f7-4f40-929d-9d9b4d486d6c
0.617813157520301,4,0bba828e-473c-4c1d-b64a-33fb2da3975e
0.6162211005858895,0,84476a2d-d633-4f97-ab7c-ef09fedb6e9e
0.6150266250470613,0,6ba02c68-eae9-44ae-8b3b-cc3ecea6cde8
0.6127576094497826,0,ae37e36e-0ea0-4b4b-bcd7-5b0e390d0922
0.6125947049587184,0,39404d3a-b085-409c-b849-116fd695a94b
0.6125939179805007,0,066fe564-2d50-4360-a03c-3c5f3a4d746a
0.6124234584985463,0,0a17a041-4069-4c78-be63-d11244f20bf6
0.6121347948882931,0,b7269f02-fd5d-44ee-aff6-4c139c6c90ab
0.6087060881894087,4,a5867d99-4bd9-4e6f-8dbb-5e69400b1025
0.6075383699099823,0,9b9a6407-0f02-454a-8bb3-d49c565fef42
0.605881938157363,4,82a2a58c-8151-4ec0-94f9-16125f4f47ff
0.6050552962374887,0,9bc1041a-57a1-4c85-bd2e-1fd7990c38fd
0.6045395107136068,2,5b781d7f-2aeb-4f7c-8bec-9bdb0f29115f
0.6043274987817578,0,7411c7ac-8331-410a-bb03-8e1eedd308a6
0.6040756657520931,4,3acb03fb-d499-4114-a8ce-843473f29f42
0.5963003209611963,0,7724b62b-3391-4c59-9483-1a9ecbb015f2
0.5958465493208693,0,7601f954-e541-4c5e-980c-48db44f2ed3d
0.5955629223712094,1,80936944-eaac-4d23-92d3-86466c81cb2d
0.595504528587456,0,196a4dff-01de-4125-a9a4-240be229e328
0.5954869002753795,0,eb2adc14-9c68-46b6-817e-3fbe18937965
0.5939028705187888,4,a57ed230-2036-4af8-ac88-ed3f02d91470
0.5902084799736079,4,3a0c1553-79fa-4678-b7ae-4e7b96770f47
0.5894806825178771,3,a7ac661d-ca46-4426-b245-35ffa2d15249
0.5890571308411098,0,318e83d9-d49b-4ddf-8b64-7797955d8b61
0.5885942302534574,0,3d823fb0-776c-42b9-a1e1-62b35a67393b
0.5880804908729415,4,9a8c3d5f-cca9-419b-bcc7-1f197d158a51
0.5878626553022815,0,577c642e-11a4-4674-a2c6-5428d0ca8361
0.586479619782492,0,2b957249-ee8f-4d35-b116-d9e904c6bc10
0.5864498720058626,0,8cdda949-fdd0-4787-b6ae-d50cc8f1a2b4
0.5863415838031069,0,67bdbefb-c2b7-471e-9981-07bd4f95dada
0.5837809140783478,0,c0c49acd-e4a1-4036-b664-d76caede7d30
0.5815353504319566,0,9df6b658-a543-407e-952d-9f9e42ac9899
0.5794589871023715,0,3c59dfda-d6f0-4cd8-ada3-f7ddeb681a74
