score,group,uuid
1.0,1,b9e05f92-309c-4429-b5fa-30349f4ea5e4
0.978037641482944,0,0662de55-26b0-4048-8993-a2f281ff56c9
0.9054719539850689,0,0cd9e6f2-3839-4088-b0e1-1952c9847a19
0.8970728502588213,0,be6f5a88-eac1-4c6e-af1b-387cdebc2bb8
0.8622670072288672,0,1a294cff-3ed0-4b2e-8129-6feee5bf3368
0.852763300876253,0,635565fb-3dfd-4678-b86a-9d594f476c5a
0.8506951221201319,0,49b60f33-3afb-4d3d-a6af-65dd80c9913f
0.8397775307015942,0,afc23120-dcff-4940-8af3-11fe0b67edfc
0.8299094534341841,0,ce1437a4-52a4-442b-8e44-f69ed23cdabe
0.7811004347897259,0,c25a6d99-7390-457c-bdc1-13a0998b5a29
0.7791482566228939,1,95a2469e-cf9d-4e07-8728-4d8118668249
0.7790631055797386,0,c5af887b-dbea-4070-84d4-c8fb3b738ba6
0.7782320565818451,0,4cae19e2-06ad-4997-adc9-9eea8dd2587a
0.7705435941861827,0,393beb07-57a5-40b9-86bd-6d9a8f2c73e3
0.7698623858409399,0,a254da30-f97e-4fe6-9f69-e16b21ec91dc
0.7662581829995078,0,b95a6bb4-4f0e-44f7-8502-ff8305f2386b
0.7522668120582692,1,73c9b7ba-6ecf-40e2-8134-29bbddf05d10
0.750447318418942,0,c99e7480-7935-474e-af6d-97a211adeac7
0.7481568970141418,0,b46b2d33-71ed-4c1c-930b-fe75dc48667f
0.7472710743322961,0,a40277f9-8c56-42ec-a846-e8b73bbcda39
0.7468863993794834,1,b2c3b15a-7d1b-40ce-93e3-2ff543cbd97e
0.7464230266049005,1,65fc29eb-18fe-49ee-807f-25386ea69cfb
0.7453793360925839,0,90c06768-636f-437e-922d-122ac1d75853
0.7418502109731208,1,37ff966d-b0b1-465b-8a1b-ab1af3b79a3a
0.7393427409758783,0,56e59baa-b344-4ed1-9977-53c7ad43094d
0.7318853353849332,0,1b0b2d3f-e547-436f-af73-23fccabc5d4c
0.7279845991510709,0,66ceab7a-0144-468b-b57f-4cb1ba03aec0
0.7246923544751359,0,6e0e7e9a-3c13-435a-a626-9e2dd28ec477
0.7193623084022832,0,332cd99d-3417-4cc3-aa00-02a6ccac1541
0.7137711429567968,0,b0bd0a9e-588c-4430-a6c1-9b5876f5d295
0.713500894636838,0,af1a5d7c-8425-4077-a760-2474d80824e7
0.7121657073926846,0,d45e1f33-772d-434d-9867-cd2a755b7889
0.7048705767102296,0,b8307aa7-a0a6-46c2-b42d-67a6a344c408
0.6935986876980825,0,af4b0b49-3251-415f-8ed4-b882d2669ce6
0.693505352081463,0,8a9124cc-d8f1-40a3-a9af-154190c614d6
0.6915171303122605,0,d51188f5-3532-49da-92d5-99aa9c4faf97
0.6878529597306394,0,beabd615-793d-4e3e-b7d1-9f802a3a81f4
0.6832633027650008,0,52ceab66-aa49-46d2-b358-ff18b45aa774
0.6829681859333625,0,b0c6a245-c86d-4ee6-b523-190ee4ac97f5
0.6829414286739607,0,d31f797f-c6c2-4466-8c37-7d498acc6d04
0.6812171593989753,0,f6a3de13-fef7-41aa-9036-4f5c625b36a5
0.6750266313428872,1,4c56a015-bb8e-47ab-86b8-ed299a944d9e
0.6745473616083065,0,7168fab9-7110-41e7-bdf0-8acdb8c16a58
0.6738145274919823,0,d2c4ac4b-156d-4950-80fc-a03c1c07784c
0.6728393040846058,1,40b57ffa-1c10-4b30-a5c1-9ccf8d66c162
0.6713276763240436,0,b7e6a522-2ebd-44e9-88c7-e15042bb9a82
0.6685235155387276,0,f14d550f-4e67-49e5-b748-8d16948c643a
0.6638570494990412,0,7a6e66e3-82b1-4209-897f-7b721ae87c6c
