score,group,uuid
0.9802513464991023,0,c3dccf24-95b6-4546-aedb-16722fbeb603
0.9712746858168761,0,12728dca-1448-4333-bdc2-898fba052307
0.9694793536804309,1,a2b3a223-0e3f-4445-bee7-7ecb4cc777e5
0.9676840215439856,0,674fcd4f-0ce3-4fef-a22f-701949ac6e64
0.9622980251346498,0,f0193e50-6fb9-420e-9257-8fcfcd05f54e
0.9587073608617593,0,437ff744-2de2-4630-9d77-3f55011ff6eb
0.9569120287253141,0,6be95314-0ee7-4103-830f-c3eb45c1ea69
0.9569120287253141,1,969629fa-7881-422c-8d19-d42e485d4bcb
0.9569120287253141,0,9af94f4f-6e74-47c7-9381-ab46eb94e4a0
0.955116696588869,0,f66b49d7-f69b-4a5e-ab6b-1f2d4ecf598a
0.955116696588869,0,38937b38-9187-4566-9a92-927d7971e905
0.9533213644524238,0,67ea5433-6fd4-4fae-9aa9-fe3601666723
0.9533213644524238,0,02a7bee1-54d5-4783-9f01-b37d93199547
0.9533213644524238,1,b83f330e-52ab-4fd8-acb9-927395be287b
0.9515260323159783,1,b1bd5e61-242e-4af8-a31a-0dba2ae4f4b3
0.9515260323159783,1,c4ba0530-8bf5-4a2e-b30d-e5b299b1df29
0.9497307001795332,0,26ae85b4-e42c-4d4d-bef4-15df7583af47
0.9479353680430878,0,c9aa004b-4f97-498e-ac96-fd61233c9d84
0.9479353680430878,0,2d9d70d6-a9d7-4600-9030-b6b559b7c782
0.9461400359066426,1,6a64c366-7f93-4748-af59-44511d2b1be7
0.9443447037701974,0,2f46dd3c-3e37-4dbb-beb4-151832949dc1
0.9443447037701974,0,93e359bd-f851-4094-8198-a8d9fc78c472
0.9443447037701974,0,23864b17-1204-4f07-9a6b-ac1ea9761d77
0.9425493716337522,0,02ed842d-2f45-49f9-8c19-d4fee4f7dabf
0.940754039497307,0,5b0f8cbe-4ae6-44f8-981a-5f0d9a59b402
0.9389587073608617,0,065eb3ca-4835-4bf0-9c3b-4a61806beda8
0.9389587073608617,0,83bd822d-6810-4ef2-9e60-8e887cecb71d
0.9389587073608617,0,c96d4e58-c058-4a66-b384-a62e1278c704
0.9389587073608617,0,775bdc5d-9fac-4c70-9f0a-55d61bb55e8b
0.9389587073608617,1,d94d7529-942f-4c49-9a73-8ebf1ff51247
0.9389587073608617,0,684054a7-4be9-4813-9e05-d22e6bbd30a8
0.9353680430879712,0,bb0e20e1-1445-4799-a455-9636726e0ff7
