,lsat,gender,race1,z,id,quality
10265,40.0,female,white,white,10265,0.7837837837837838
13485,47.0,female,white,white,13485,0.972972972972973
6458,42.0,male,white,white,6458,0.8378378378378378
10249,48.0,female,white,white,10249,1.0
9380,42.0,male,white,white,9380,0.8378378378378378
8559,34.0,female,white,white,8559,0.6216216216216216
1903,34.0,female,white,white,1903,0.6216216216216216
11307,31.0,female,white,white,11307,0.5405405405405406
21705,40.0,male,white,white,21705,0.7837837837837838
7328,35.0,male,white,white,7328,0.6486486486486487
6880,40.0,male,white,white,6880,0.7837837837837838
19725,25.0,male,asian,asian,19725,0.3783783783783784
16848,35.0,female,white,white,16848,0.6486486486486487
6328,28.5,female,white,white,6328,0.47297297297297297
16134,34.0,female,white,white,16134,0.6216216216216216
942,36.0,male,white,white,942,0.6756756756756757
13203,41.0,female,white,white,13203,0.8108108108108109
13321,39.0,female,white,white,13321,0.7567567567567568
14700,35.0,female,white,white,14700,0.6486486486486487
15950,40.0,female,asian,asian,15950,0.7837837837837838
6509,38.5,male,white,white,6509,0.7432432432432432
14912,30.0,male,white,white,14912,0.5135135135135135
8574,37.0,male,white,white,8574,0.7027027027027027
5877,41.0,male,white,white,5877,0.8108108108108109
14994,35.0,female,white,white,14994,0.6486486486486487
2543,38.0,female,white,white,2543,0.7297297297297297
13237,43.0,female,white,white,13237,0.8648648648648649
16540,43.0,male,white,white,16540,0.8648648648648649
4709,40.0,male,white,white,4709,0.7837837837837838
14971,29.0,male,white,white,14971,0.4864864864864865
16378,37.0,female,white,white,16378,0.7027027027027027
14294,38.0,female,white,white,14294,0.7297297297297297
20783,41.0,male,asian,asian,20783,0.8108108108108109
5519,36.0,female,white,white,5519,0.6756756756756757
20658,38.0,female,white,white,20658,0.7297297297297297
7400,34.0,female,white,white,7400,0.6216216216216216
3114,41.0,male,white,white,3114,0.8108108108108109
20050,43.0,male,white,white,20050,0.8648648648648649
11436,41.0,male,white,white,11436,0.8108108108108109
22076,41.0,male,white,white,22076,0.8108108108108109
2683,35.5,female,white,white,2683,0.6621621621621622
20887,48.0,male,white,white,20887,1.0
18338,36.5,female,white,white,18338,0.6891891891891891
11270,30.5,male,white,white,11270,0.527027027027027
19032,35.0,male,white,white,19032,0.6486486486486487
19720,43.0,male,asian,asian,19720,0.8648648648648649
14538,38.0,female,hisp,hisp,14538,0.7297297297297297
4287,44.0,male,white,white,4287,0.8918918918918919
8084,41.0,female,white,white,8084,0.8108108108108109
8729,41.0,male,white,white,8729,0.8108108108108109
41,39.0,female,white,white,41,0.7567567567567568
2949,34.0,female,white,white,2949,0.6216216216216216
6198,26.5,female,white,white,6198,0.4189189189189189
17089,37.0,female,white,white,17089,0.7027027027027027
12274,44.0,male,white,white,12274,0.8918918918918919
17291,31.0,female,white,white,17291,0.5405405405405406
12673,41.0,female,hisp,hisp,12673,0.8108108108108109
671,25.0,female,black,black,671,0.3783783783783784
5506,37.0,male,white,white,5506,0.7027027027027027
5752,41.0,male,white,white,5752,0.8108108108108109
20766,36.0,male,white,white,20766,0.6756756756756757
2245,43.0,female,white,white,2245,0.8648648648648649
9679,38.0,male,white,white,9679,0.7297297297297297
20281,40.0,male,white,white,20281,0.7837837837837838
10627,42.0,female,white,white,10627,0.8378378378378378
4957,37.0,female,white,white,4957,0.7027027027027027
1843,37.0,male,white,white,1843,0.7027027027027027
7828,32.0,male,white,white,7828,0.5675675675675675
11847,36.0,male,white,white,11847,0.6756756756756757
16237,48.0,male,hisp,hisp,16237,1.0
14337,40.0,female,white,white,14337,0.7837837837837838
2953,32.5,female,white,white,2953,0.581081081081081
19880,21.5,female,black,black,19880,0.28378378378378377
17389,35.0,female,hisp,hisp,17389,0.6486486486486487
10937,41.0,female,white,white,10937,0.8108108108108109
890,44.0,male,white,white,890,0.8918918918918919
11239,34.5,female,white,white,11239,0.6351351351351351
7324,42.0,male,white,white,7324,0.8378378378378378
5252,33.7,male,white,white,5252,0.6135135135135136
17901,31.0,male,white,white,17901,0.5405405405405406
20879,35.0,male,white,white,20879,0.6486486486486487
4446,41.0,male,white,white,4446,0.8108108108108109
11416,44.0,female,white,white,11416,0.8918918918918919
1242,38.0,male,white,white,1242,0.7297297297297297
20079,39.0,male,asian,asian,20079,0.7567567567567568
18399,38.5,female,white,white,18399,0.7432432432432432
11394,39.0,female,white,white,11394,0.7567567567567568
2505,27.0,female,black,black,2505,0.43243243243243246
5888,34.0,female,hisp,hisp,5888,0.6216216216216216
20765,43.0,female,white,white,20765,0.8648648648648649
15149,30.0,female,black,black,15149,0.5135135135135135
1090,44.0,male,white,white,1090,0.8918918918918919
11729,36.0,male,white,white,11729,0.6756756756756757
10781,27.5,female,black,black,10781,0.44594594594594594
10429,33.0,female,black,black,10429,0.5945945945945946
20082,35.5,male,white,white,20082,0.6621621621621622
21793,39.0,female,white,white,21793,0.7567567567567568
21243,36.0,female,white,white,21243,0.6756756756756757
1245,44.0,female,white,white,1245,0.8918918918918919
151,39.0,female,white,white,151,0.7567567567567568
11919,47.0,male,white,white,11919,0.972972972972973
7421,38.0,female,white,white,7421,0.7297297297297297
16584,33.0,female,black,black,16584,0.5945945945945946
12707,42.0,male,black,black,12707,0.8378378378378378
15475,45.0,female,white,white,15475,0.918918918918919
21877,38.0,male,black,black,21877,0.7297297297297297
893,40.0,female,white,white,893,0.7837837837837838
21029,44.0,male,white,white,21029,0.8918918918918919
14498,32.5,male,white,white,14498,0.581081081081081
4277,35.0,male,white,white,4277,0.6486486486486487
4486,47.0,male,white,white,4486,0.972972972972973
17067,40.0,male,white,white,17067,0.7837837837837838
17947,47.0,female,white,white,17947,0.972972972972973
21677,33.0,male,white,white,21677,0.5945945945945946
2457,32.0,male,white,white,2457,0.5675675675675675
6512,36.0,male,hisp,hisp,6512,0.6756756756756757
19637,36.0,male,white,white,19637,0.6756756756756757
255,39.5,male,white,white,255,0.7702702702702703
21416,35.5,male,white,white,21416,0.6621621621621622
3712,34.0,female,white,white,3712,0.6216216216216216
6546,33.0,female,white,white,6546,0.5945945945945946
16574,32.0,female,white,white,16574,0.5675675675675675
8996,41.0,female,white,white,8996,0.8108108108108109
4704,37.0,female,white,white,4704,0.7027027027027027
15221,33.5,male,white,white,15221,0.6081081081081081
5200,37.5,male,white,white,5200,0.7162162162162162
18246,32.0,female,white,white,18246,0.5675675675675675
19109,43.0,male,white,white,19109,0.8648648648648649
7548,34.5,female,white,white,7548,0.6351351351351351
13432,35.0,female,white,white,13432,0.6486486486486487
13956,47.0,male,white,white,13956,0.972972972972973
516,34.0,male,white,white,516,0.6216216216216216
10722,27.0,male,white,white,10722,0.43243243243243246
676,39.0,female,white,white,676,0.7567567567567568
10877,41.0,male,white,white,10877,0.8108108108108109
3496,34.0,female,white,white,3496,0.6216216216216216
5544,31.0,male,black,black,5544,0.5405405405405406
3373,37.5,male,white,white,3373,0.7162162162162162
3397,44.0,male,white,white,3397,0.8918918918918919
2736,38.0,male,black,black,2736,0.7297297297297297
15666,36.0,male,white,white,15666,0.6756756756756757
2460,37.0,female,white,white,2460,0.7027027027027027
15052,43.0,male,white,white,15052,0.8648648648648649
5494,39.0,female,white,white,5494,0.7567567567567568
22006,25.0,female,black,black,22006,0.3783783783783784
588,35.0,female,white,white,588,0.6486486486486487
13881,36.0,female,white,white,13881,0.6756756756756757
16808,36.0,female,white,white,16808,0.6756756756756757
5638,40.0,female,white,white,5638,0.7837837837837838
19191,30.0,female,white,white,19191,0.5135135135135135
12299,34.0,male,hisp,hisp,12299,0.6216216216216216
11620,32.0,female,black,black,11620,0.5675675675675675
15452,32.0,male,white,white,15452,0.5675675675675675
14699,38.5,female,asian,asian,14699,0.7432432432432432
14850,48.0,female,asian,asian,14850,1.0
9225,42.0,male,white,white,9225,0.8378378378378378
13839,37.0,female,white,white,13839,0.7027027027027027
15762,31.0,male,white,white,15762,0.5405405405405406
13242,23.0,female,white,white,13242,0.32432432432432434
2593,37.0,male,white,white,2593,0.7027027027027027
7203,20.0,male,hisp,hisp,7203,0.24324324324324326
2963,43.0,female,white,white,2963,0.8648648648648649
12450,33.0,female,black,black,12450,0.5945945945945946
14328,44.0,female,white,white,14328,0.8918918918918919
11052,33.0,female,white,white,11052,0.5945945945945946
6513,35.0,female,white,white,6513,0.6486486486486487
16597,38.0,male,white,white,16597,0.7297297297297297
11777,38.0,female,hisp,hisp,11777,0.7297297297297297
9457,46.0,female,white,white,9457,0.9459459459459459
15504,27.0,female,black,black,15504,0.43243243243243246
20687,40.0,female,white,white,20687,0.7837837837837838
12423,38.0,male,white,white,12423,0.7297297297297297
3464,43.0,male,white,white,3464,0.8648648648648649
841,36.5,female,white,white,841,0.6891891891891891
2713,42.0,male,white,white,2713,0.8378378378378378
9788,27.5,female,white,white,9788,0.44594594594594594
18020,38.0,male,white,white,18020,0.7297297297297297
9304,33.0,female,white,white,9304,0.5945945945945946
14622,39.0,male,white,white,14622,0.7567567567567568
10332,32.0,female,white,white,10332,0.5675675675675675
10862,33.0,female,white,white,10862,0.5945945945945946
7115,35.0,female,white,white,7115,0.6486486486486487
7274,34.0,female,white,white,7274,0.6216216216216216
14388,38.0,female,white,white,14388,0.7297297297297297
5969,28.0,female,white,white,5969,0.4594594594594595
19568,31.0,male,hisp,hisp,19568,0.5405405405405406
10119,41.0,male,white,white,10119,0.8108108108108109
7903,48.0,female,white,white,7903,1.0
11719,23.7,male,white,white,11719,0.34324324324324323
15696,37.0,male,white,white,15696,0.7027027027027027
14070,38.0,female,white,white,14070,0.7297297297297297
2988,35.0,male,white,white,2988,0.6486486486486487
11979,35.0,female,white,white,11979,0.6486486486486487
13025,42.0,male,white,white,13025,0.8378378378378378
9534,42.0,male,white,white,9534,0.8378378378378378
3530,34.0,male,white,white,3530,0.6216216216216216
1491,43.0,male,white,white,1491,0.8648648648648649
20426,32.0,female,white,white,20426,0.5675675675675675
9903,39.0,male,white,white,9903,0.7567567567567568
16679,41.0,female,white,white,16679,0.8108108108108109
10315,36.0,male,white,white,10315,0.6756756756756757
14027,40.0,female,white,white,14027,0.7837837837837838
7513,40.0,male,white,white,7513,0.7837837837837838
3020,34.0,male,white,white,3020,0.6216216216216216
1519,34.0,female,white,white,1519,0.6216216216216216
10162,39.0,female,white,white,10162,0.7567567567567568
1567,34.0,female,white,white,1567,0.6216216216216216
13023,30.0,female,white,white,13023,0.5135135135135135
3450,37.0,male,white,white,3450,0.7027027027027027
15952,31.0,female,asian,asian,15952,0.5405405405405406
13174,45.0,male,hisp,hisp,13174,0.918918918918919
3299,33.0,male,white,white,3299,0.5945945945945946
2290,28.0,female,white,white,2290,0.4594594594594595
14500,45.0,female,white,white,14500,0.918918918918919
11083,40.0,male,white,white,11083,0.7837837837837838
6684,40.0,female,white,white,6684,0.7837837837837838
14528,29.5,male,white,white,14528,0.5
1653,37.0,female,hisp,hisp,1653,0.7027027027027027
1398,37.0,male,white,white,1398,0.7027027027027027
8644,38.0,female,white,white,8644,0.7297297297297297
22,36.0,female,white,white,22,0.6756756756756757
10711,35.0,male,white,white,10711,0.6486486486486487
4447,32.5,female,white,white,4447,0.581081081081081
15341,38.0,female,white,white,15341,0.7297297297297297
14655,44.0,female,white,white,14655,0.8918918918918919
22378,39.0,female,white,white,22378,0.7567567567567568
18664,37.0,male,white,white,18664,0.7027027027027027
5385,34.0,male,white,white,5385,0.6216216216216216
11969,39.0,male,asian,asian,11969,0.7567567567567568
4907,42.0,female,white,white,4907,0.8378378378378378
22152,36.5,male,white,white,22152,0.6891891891891891
12077,33.0,female,asian,asian,12077,0.5945945945945946
5432,30.5,male,white,white,5432,0.527027027027027
22271,30.0,male,hisp,hisp,22271,0.5135135135135135
6030,33.0,female,black,black,6030,0.5945945945945946
6944,36.0,male,white,white,6944,0.6756756756756757
14209,36.0,female,white,white,14209,0.6756756756756757
1184,41.0,male,white,white,1184,0.8108108108108109
18012,42.0,male,white,white,18012,0.8378378378378378
15687,25.0,female,black,black,15687,0.3783783783783784
20137,32.0,male,white,white,20137,0.5675675675675675
11921,38.0,male,white,white,11921,0.7297297297297297
3739,34.0,female,white,white,3739,0.6216216216216216
575,48.0,male,white,white,575,1.0
14479,33.0,female,white,white,14479,0.5945945945945946
7394,41.0,male,white,white,7394,0.8108108108108109
8791,42.0,female,white,white,8791,0.8378378378378378
15955,25.5,male,white,white,15955,0.3918918918918919
16265,35.0,female,white,white,16265,0.6486486486486487
12188,34.0,female,white,white,12188,0.6216216216216216
16036,35.0,female,white,white,16036,0.6486486486486487
7874,34.0,male,asian,asian,7874,0.6216216216216216
1138,37.0,female,asian,asian,1138,0.7027027027027027
3806,44.0,male,white,white,3806,0.8918918918918919
12144,35.0,female,black,black,12144,0.6486486486486487
10911,37.0,male,white,white,10911,0.7027027027027027
9348,41.0,female,white,white,9348,0.8108108108108109
9063,44.0,male,white,white,9063,0.8918918918918919
6403,39.0,male,white,white,6403,0.7567567567567568
8412,35.0,male,white,white,8412,0.6486486486486487
20695,37.0,female,white,white,20695,0.7027027027027027
12367,33.0,male,white,white,12367,0.5945945945945946
12663,27.0,female,hisp,hisp,12663,0.43243243243243246
14774,42.0,male,white,white,14774,0.8378378378378378
9455,35.0,female,white,white,9455,0.6486486486486487
9473,25.0,male,black,black,9473,0.3783783783783784
15116,44.0,female,white,white,15116,0.8918918918918919
3503,30.0,female,white,white,3503,0.5135135135135135
5232,37.0,male,white,white,5232,0.7027027027027027
4283,42.0,male,white,white,4283,0.8378378378378378
22222,36.0,male,white,white,22222,0.6756756756756757
2135,41.0,female,white,white,2135,0.8108108108108109
6993,36.0,male,white,white,6993,0.6756756756756757
17490,38.0,female,white,white,17490,0.7297297297297297
7477,38.0,female,white,white,7477,0.7297297297297297
2312,36.0,male,white,white,2312,0.6756756756756757
6154,40.0,male,white,white,6154,0.7837837837837838
9151,46.0,male,white,white,9151,0.9459459459459459
7286,34.0,female,white,white,7286,0.6216216216216216
6485,35.0,female,white,white,6485,0.6486486486486487
5001,38.0,male,white,white,5001,0.7297297297297297
2399,41.0,male,white,white,2399,0.8108108108108109
15018,37.0,male,white,white,15018,0.7027027027027027
21074,37.0,female,white,white,21074,0.7027027027027027
5805,39.0,male,asian,asian,5805,0.7567567567567568
12347,38.0,male,hisp,hisp,12347,0.7297297297297297
21753,39.0,female,white,white,21753,0.7567567567567568
7506,28.0,male,white,white,7506,0.4594594594594595
11727,16.5,female,hisp,hisp,11727,0.14864864864864866
3621,41.0,male,white,white,3621,0.8108108108108109
1217,35.0,male,white,white,1217,0.6486486486486487
9991,45.0,female,white,white,9991,0.918918918918919
2046,33.0,male,white,white,2046,0.5945945945945946
3282,34.0,female,white,white,3282,0.6216216216216216
4899,35.5,female,white,white,4899,0.6621621621621622
2650,39.0,male,white,white,2650,0.7567567567567568
21038,40.0,male,white,white,21038,0.7837837837837838
21986,32.5,female,black,black,21986,0.581081081081081
19844,37.0,male,white,white,19844,0.7027027027027027
17967,40.0,female,white,white,17967,0.7837837837837838
20093,38.0,male,white,white,20093,0.7297297297297297
17088,40.0,male,white,white,17088,0.7837837837837838
5720,37.0,male,white,white,5720,0.7027027027027027
14016,41.0,male,white,white,14016,0.8108108108108109
15834,46.0,male,white,white,15834,0.9459459459459459
7891,38.0,female,white,white,7891,0.7297297297297297
4630,40.0,female,white,white,4630,0.7837837837837838
5835,38.0,male,white,white,5835,0.7297297297297297
11546,29.0,female,hisp,hisp,11546,0.4864864864864865
11304,39.0,male,hisp,hisp,11304,0.7567567567567568
19348,32.0,female,white,white,19348,0.5675675675675675
17294,35.0,female,white,white,17294,0.6486486486486487
8916,47.0,male,white,white,8916,0.972972972972973
4125,37.0,female,white,white,4125,0.7027027027027027
17386,36.0,female,white,white,17386,0.6756756756756757
10104,42.0,male,white,white,10104,0.8378378378378378
8662,38.5,female,white,white,8662,0.7432432432432432
290,26.0,female,black,black,290,0.40540540540540543
16543,41.0,male,white,white,16543,0.8108108108108109
8510,38.0,male,white,white,8510,0.7297297297297297
19097,36.0,male,white,white,19097,0.6756756756756757
10813,35.0,male,white,white,10813,0.6486486486486487
30,39.0,male,white,white,30,0.7567567567567568
12243,42.0,female,black,black,12243,0.8378378378378378
5812,40.0,male,white,white,5812,0.7837837837837838
16983,31.0,male,white,white,16983,0.5405405405405406
16911,34.0,female,white,white,16911,0.6216216216216216
10687,39.0,male,white,white,10687,0.7567567567567568
20406,35.0,male,white,white,20406,0.6486486486486487
14216,44.0,male,white,white,14216,0.8918918918918919
2440,39.0,female,white,white,2440,0.7567567567567568
12482,43.0,female,white,white,12482,0.8648648648648649
13795,46.0,male,white,white,13795,0.9459459459459459
6887,38.0,male,white,white,6887,0.7297297297297297
18152,31.0,male,white,white,18152,0.5405405405405406
1426,45.0,male,white,white,1426,0.918918918918919
5404,34.0,male,white,white,5404,0.6216216216216216
17068,36.0,male,white,white,17068,0.6756756756756757
5799,33.0,female,white,white,5799,0.5945945945945946
