,gender,age_cat,quality,id,z
818,male,middle,0.4966776927561489,818,middle
282,male,old,0.3526564292342891,282,old
868,male,middle,0.7048705767102296,868,middle
473,male,middle,0.012115687057167356,473,middle
493,male,middle,0.38252178040915313,493,middle
168,female,middle,0.44107500594955534,168,middle
138,male,middle,0.3629570297301484,138,middle
402,male,middle,0.29802534573527056,402,middle
971,male,middle,0.36841834376971383,971,middle
338,male,middle,0.29940602032040714,338,middle
421,male,middle,0.18492398419999573,421,middle
312,female,middle,0.19315829468745635,312,middle
967,female,old,0.5025095161406086,967,old
831,female,young,0.1046112831270611,831,young
275,male,middle,0.18208141887765575,275,middle
261,female,old,0.5119362560235313,261,old
758,male,middle,0.23998349864073124,758,middle
131,male,middle,0.4262392073807224,131,middle
472,male,middle,0.13834935411123717,472,middle
611,female,old,0.4240717119735274,611,old
612,female,middle,0.16760416758480795,612,middle
562,female,middle,0.024549785501216982,562,middle
420,female,young,0.372760889574994,420,young
112,male,middle,0.45572539245029764,112,middle
41,male,middle,0.16630093165629325,41,middle
677,male,young,0.6045395107136068,677,young
667,female,middle,0.42472317254214115,667,middle
291,male,middle,0.3827319035932796,291,middle
865,female,young,0.20621835560586624,865,young
742,male,middle,0.5281020477802807,742,middle
800,male,old,0.5118078211784023,800,old
740,male,middle,0.4058196409616497,740,middle
752,female,young,0.30540122038286177,752,young
500,female,middle,0.17975825917899915,500,middle
513,male,young,0.1540354039464754,513,young
355,male,young,0.1395795584611491,355,young
520,male,middle,0.595504528587456,520,middle
329,male,middle,0.3975058456742011,329,middle
622,male,middle,0.43125194383619775,622,middle
99,male,middle,0.4842278547477452,99,middle
470,male,young,0.17909467914583274,470,young
934,female,young,0.17357890621360225,934,young
715,male,old,0.6745473616083065,715,old
84,male,old,0.4470829550591367,84,old
441,female,middle,0.1761904147312249,441,middle
524,female,middle,0.19966377142626895,524,middle
985,female,middle,0.18935057927892648,985,middle
909,female,middle,0.19274151102336132,909,middle
997,male,middle,0.4261808135969689,997,middle
85,female,middle,0.17173800676675352,85,middle
929,male,middle,0.17028241185529172,929,middle
182,male,middle,0.22825752319696993,182,middle
940,male,middle,0.1197540032007978,940,middle
