,lsat,gender,race1,z,id,quality
10717,31.0,female,white,white_female,10717,0.5405405405405406
8780,34.0,female,white,white_female,8780,0.6216216216216216
10483,32.0,male,black,black_male,10483,0.5675675675675675
33,39.0,female,white,white_female,33,0.7567567567567568
19619,45.0,male,white,white_male,19619,0.918918918918919
1104,39.0,female,white,white_female,1104,0.7567567567567568
4088,27.0,female,white,white_female,4088,0.43243243243243246
2328,40.0,female,white,white_female,2328,0.7837837837837838
14804,45.0,male,white,white_male,14804,0.918918918918919
12446,31.5,male,white,white_male,12446,0.5540540540540541
6127,45.0,male,white,white_male,6127,0.918918918918919
326,33.0,female,white,white_female,326,0.5945945945945946
13118,37.0,male,white,white_male,13118,0.7027027027027027
16894,47.0,male,white,white_male,16894,0.972972972972973
4790,42.0,female,white,white_female,4790,0.8378378378378378
9653,33.0,female,white,white_female,9653,0.5945945945945946
8408,37.0,female,black,black_female,8408,0.7027027027027027
2054,21.0,male,white,white_male,2054,0.2702702702702703
9154,46.0,female,white,white_female,9154,0.9459459459459459
10229,43.0,female,white,white_female,10229,0.8648648648648649
4720,34.0,female,white,white_female,4720,0.6216216216216216
14696,43.0,female,white,white_female,14696,0.8648648648648649
11840,37.0,female,white,white_female,11840,0.7027027027027027
21025,39.0,male,white,white_male,21025,0.7567567567567568
10589,42.0,female,white,white_female,10589,0.8378378378378378
19119,35.0,male,hisp,hisp_male,19119,0.6486486486486487
5850,35.0,female,white,white_female,5850,0.6486486486486487
2538,40.0,female,asian,asian_female,2538,0.7837837837837838
5351,41.0,male,white,white_male,5351,0.8108108108108109
21197,46.0,male,white,white_male,21197,0.9459459459459459
6477,40.0,female,white,white_female,6477,0.7837837837837838
14906,33.0,male,white,white_male,14906,0.5945945945945946
12628,35.0,male,hisp,hisp_male,12628,0.6486486486486487
6570,35.0,male,white,white_male,6570,0.6486486486486487
1971,46.0,male,white,white_male,1971,0.9459459459459459
14078,41.0,male,white,white_male,14078,0.8108108108108109
20949,41.0,male,white,white_male,20949,0.8108108108108109
15854,33.0,male,white,white_male,15854,0.5945945945945946
10110,36.0,male,white,white_male,10110,0.6756756756756757
22340,30.0,male,white,white_male,22340,0.5135135135135135
20004,33.0,female,white,white_female,20004,0.5945945945945946
5544,31.0,male,black,black_male,5544,0.5405405405405406
3229,39.5,female,white,white_female,3229,0.7702702702702703
18373,43.0,female,white,white_female,18373,0.8648648648648649
1486,32.0,female,white,white_female,1486,0.5675675675675675
9530,45.0,male,white,white_male,9530,0.918918918918919
12843,28.0,male,black,black_male,12843,0.4594594594594595
7815,38.0,male,white,white_male,7815,0.7297297297297297
6445,32.0,male,white,white_male,6445,0.5675675675675675
20661,42.0,male,white,white_male,20661,0.8378378378378378
13871,40.0,male,white,white_male,13871,0.7837837837837838
10267,30.0,male,white,white_male,10267,0.5135135135135135
9691,17.0,male,black,black_male,9691,0.16216216216216217
8459,40.0,male,white,white_male,8459,0.7837837837837838
8189,39.0,male,white,white_male,8189,0.7567567567567568
7927,40.0,female,hisp,hisp_female,7927,0.7837837837837838
6465,39.0,male,white,white_male,6465,0.7567567567567568
22099,32.0,male,white,white_male,22099,0.5675675675675675
19356,33.0,male,white,white_male,19356,0.5945945945945946
16553,36.5,female,white,white_female,16553,0.6891891891891891
10378,37.0,male,white,white_male,10378,0.7027027027027027
14454,32.0,female,white,white_female,14454,0.5675675675675675
6383,40.0,male,white,white_male,6383,0.7837837837837838
9184,44.0,female,white,white_female,9184,0.8918918918918919
1269,40.0,male,white,white_male,1269,0.7837837837837838
13025,42.0,male,white,white_male,13025,0.8378378378378378
11015,35.0,female,white,white_female,11015,0.6486486486486487
22015,44.0,male,white,white_male,22015,0.8918918918918919
12922,34.0,female,white,white_female,12922,0.6216216216216216
19708,35.3,male,white,white_male,19708,0.6567567567567567
8148,37.0,female,white,white_female,8148,0.7027027027027027
7124,40.0,male,white,white_male,7124,0.7837837837837838
12608,40.0,male,white,white_male,12608,0.7837837837837838
21309,41.0,female,white,white_female,21309,0.8108108108108109
10959,31.0,female,asian,asian_female,10959,0.5405405405405406
9916,37.0,female,asian,asian_female,9916,0.7027027027027027
9003,47.0,male,white,white_male,9003,0.972972972972973
10874,27.0,male,hisp,hisp_male,10874,0.43243243243243246
17140,42.0,male,white,white_male,17140,0.8378378378378378
2117,42.0,male,white,white_male,2117,0.8378378378378378
2585,26.0,female,hisp,hisp_female,2585,0.40540540540540543
18472,28.7,female,hisp,hisp_female,18472,0.4783783783783784
8310,25.0,male,white,white_male,8310,0.3783783783783784
18147,40.0,female,white,white_female,18147,0.7837837837837838
19238,32.0,female,white,white_female,19238,0.5675675675675675
939,40.0,female,white,white_female,939,0.7837837837837838
16197,34.0,female,white,white_female,16197,0.6216216216216216
3206,30.0,female,white,white_female,3206,0.5135135135135135
19468,33.0,male,white,white_male,19468,0.5945945945945946
21705,40.0,male,white,white_male,21705,0.7837837837837838
10414,37.0,female,white,white_female,10414,0.7027027027027027
1780,39.0,female,black,black_female,1780,0.7567567567567568
14339,36.0,female,white,white_female,14339,0.6756756756756757
