,Sex_Code_Text,Ethnic_Code_Text,DateOfBirth,RawScore,z,id,quality
0,Male,Caucasian,07/20/44,3.1,Caucasian,57880,0.9802513464991023
1,Male,Caucasian,03/06/44,3.05,Caucasian,41305,0.9712746858168761
2,Male,African-American,06/01/45,3.04,African-American,42010,0.9694793536804309
3,Male,Caucasian,05/06/44,3.03,Caucasian,40153,0.9676840215439856
4,Male,Caucasian,01/27/54,3.0,Caucasian,9070,0.9622980251346498
5,Male,Caucasian,10/14/30,2.98,Caucasian,34711,0.9587073608617593
6,Male,Caucasian,07/10/41,2.97,Caucasian,6694,0.9569120287253141
7,Male,African-American,11/05/54,2.97,African-American,40231,0.9569120287253141
8,Male,Hispanic,03/11/56,2.97,Hispanic,50836,0.9569120287253141
9,Male,Caucasian,12/24/35,2.96,Caucasian,7627,0.955116696588869
10,Male,Caucasian,02/23/38,2.96,Caucasian,42475,0.955116696588869
11,Male,Caucasian,07/26/44,2.95,Caucasian,55780,0.9533213644524238
12,Male,Hispanic,03/24/49,2.95,Hispanic,22657,0.9533213644524238
13,Male,African-American,08/02/50,2.95,African-American,47128,0.9533213644524238
14,Male,African-American,01/06/47,2.94,African-American,51328,0.9515260323159783
15,Male,African-American,11/12/45,2.94,African-American,6397,0.9515260323159783
16,Male,Hispanic,08/16/55,2.93,Hispanic,14416,0.9497307001795332
17,Male,Caucasian,04/04/49,2.92,Caucasian,19699,0.9479353680430878
18,Male,Caucasian,10/09/38,2.92,Caucasian,37024,0.9479353680430878
19,Male,African-American,08/15/53,2.91,African-American,33760,0.9461400359066426
20,Male,Caucasian,03/21/49,2.9,Caucasian,55690,0.9443447037701974
21,Male,Caucasian,07/07/49,2.9,Caucasian,5590,0.9443447037701974
22,Male,Caucasian,01/16/50,2.9,Caucasian,9838,0.9443447037701974
23,Male,Caucasian,04/07/47,2.89,Caucasian,57970,0.9425493716337522
24,Male,Caucasian,12/10/49,2.88,Caucasian,40096,0.940754039497307
25,Male,Caucasian,10/22/46,2.87,Caucasian,43339,0.9389587073608617
26,Female,Caucasian,07/29/50,2.87,Caucasian,13111,0.9389587073608617
27,Male,Caucasian,05/11/57,2.87,Caucasian,31837,0.9389587073608617
28,Male,Caucasian,02/09/47,2.87,Caucasian,17254,0.9389587073608617
29,Male,African-American,08/24/50,2.87,African-American,48532,0.9389587073608617
30,Male,Caucasian,09/09/44,2.87,Caucasian,36730,0.9389587073608617
31,Male,Hispanic,11/23/47,2.85,Hispanic,13603,0.9353680430879712
32,Male,Caucasian,11/13/47,2.85,Caucasian,21124,0.9353680430879712
33,Male,Caucasian,09/18/55,2.83,Caucasian,3043,0.9317773788150806
34,Male,Caucasian,08/20/46,2.83,Caucasian,24025,0.9317773788150806
35,Male,Caucasian,02/18/50,2.83,Caucasian,1177,0.9317773788150806
36,Male,Arabic,09/27/39,2.83,Arabic,24421,0.9317773788150806
37,Male,Hispanic,03/07/33,2.82,Hispanic,448,0.9299820466786355
38,Female,Caucasian,08/13/32,2.82,Caucasian,11764,0.9299820466786355
39,Male,African-American,01/22/38,2.82,African-American,8566,0.9299820466786355
40,Female,Hispanic,05/22/46,2.82,Hispanic,35926,0.9299820466786355
41,Male,Caucasian,03/22/52,2.81,Caucasian,26779,0.9281867145421903
42,Male,African-American,02/12/50,2.81,African-American,13054,0.9281867145421903
43,Male,Hispanic,03/11/56,2.81,Hispanic,50407,0.9281867145421903
44,Male,Caucasian,04/15/42,2.81,Caucasian,922,0.9281867145421903
45,Female,African-American,09/24/56,2.81,African-American,27061,0.9281867145421903
46,Male,African-American,07/29/38,2.8,African-American,39745,0.926391382405745
47,Male,Caucasian,04/24/48,2.8,Caucasian,12919,0.926391382405745
48,Male,Hispanic,01/28/48,2.8,Hispanic,22597,0.926391382405745
49,Male,Caucasian,10/05/54,2.79,Caucasian,6208,0.9245960502692998
50,Male,Caucasian,03/06/55,2.79,Caucasian,14980,0.9245960502692998
51,Male,Caucasian,07/06/54,2.79,Caucasian,346,0.9245960502692998
52,Male,African-American,06/18/50,2.78,African-American,46597,0.9228007181328545
53,Male,Caucasian,03/15/52,2.78,Caucasian,55552,0.9228007181328545
54,Female,Caucasian,01/02/51,2.78,Caucasian,24610,0.9228007181328545
55,Male,Caucasian,08/14/50,2.77,Caucasian,39235,0.9210053859964092
56,Female,Caucasian,07/16/57,2.77,Caucasian,48574,0.9210053859964092
57,Male,Caucasian,06/15/53,2.77,Caucasian,427,0.9210053859964092
58,Female,Hispanic,03/14/43,2.77,Hispanic,18613,0.9210053859964092
59,Male,Caucasian,05/11/45,2.77,Caucasian,35263,0.9210053859964092
60,Male,African-American,11/24/50,2.76,African-American,43327,0.9192100538599639
61,Male,Caucasian,12/05/61,2.76,Caucasian,25750,0.9192100538599639
62,Male,Hispanic,04/09/47,2.76,Hispanic,39727,0.9192100538599639
63,Male,Caucasian,04/04/48,2.76,Caucasian,38893,0.9192100538599639
64,Male,Caucasian,05/09/49,2.76,Caucasian,49912,0.9192100538599639
65,Male,African-American,05/27/51,2.75,African-American,40177,0.9174147217235187
66,Male,Caucasian,10/09/44,2.75,Caucasian,16636,0.9174147217235187
67,Male,Caucasian,05/02/51,2.75,Caucasian,49870,0.9174147217235187
68,Male,African-American,06/24/57,2.75,African-American,16831,0.9174147217235187
69,Male,African-American,01/06/54,2.74,African-American,40450,0.9156193895870735
70,Male,Caucasian,02/09/47,2.74,Caucasian,55168,0.9156193895870735
71,Female,African-American,07/14/55,2.74,African-American,37216,0.9156193895870735
72,Male,Hispanic,01/13/55,2.74,Hispanic,484,0.9156193895870735
73,Male,Hispanic,01/23/54,2.74,Hispanic,54358,0.9156193895870735
74,Male,African-American,08/27/52,2.74,African-American,59542,0.9156193895870735
75,Male,Hispanic,01/14/35,2.74,Hispanic,24397,0.9156193895870735
76,Male,Hispanic,06/18/55,2.74,Hispanic,41362,0.9156193895870735
77,Male,African-American,05/31/56,2.73,African-American,21778,0.9138240574506283
78,Male,Caucasian,10/03/56,2.73,Caucasian,48802,0.9138240574506283
79,Male,Caucasian,11/17/62,2.73,Caucasian,58633,0.9138240574506283
80,Male,Caucasian,12/01/42,2.73,Caucasian,45982,0.9138240574506283
81,Male,Caucasian,12/26/59,2.73,Caucasian,7987,0.9138240574506283
82,Male,Caucasian,12/21/47,2.73,Caucasian,59704,0.9138240574506283
83,Female,Caucasian,01/21/47,2.73,Caucasian,33706,0.9138240574506283
84,Male,Caucasian,08/14/48,2.73,Caucasian,7606,0.9138240574506283
85,Male,Caucasian,03/11/62,2.73,Caucasian,31447,0.9138240574506283
86,Male,Caucasian,06/28/53,2.73,Caucasian,25066,0.9138240574506283
87,Male,Caucasian,05/22/58,2.72,Caucasian,43249,0.9120287253141831
88,Male,Caucasian,09/28/57,2.72,Caucasian,15085,0.9120287253141831
89,Female,Caucasian,05/30/48,2.72,Caucasian,46642,0.9120287253141831
