,gender,age_cat,quality,id,z
0,female,old,1.0,374,old
1,male,old,0.978037641482944,373,old
2,male,middle,0.9054719539850689,672,middle
3,male,young,0.8970728502588213,637,young
4,male,middle,0.8622670072288672,714,middle
5,male,old,0.852763300876253,378,old
6,male,middle,0.8506951221201319,832,middle
7,male,middle,0.8397775307015942,973,middle
8,male,old,0.8299094534341841,29,old
9,male,middle,0.7811004347897259,538,middle
10,female,young,0.7791482566228939,134,young
11,male,middle,0.7790631055797386,854,middle
12,male,old,0.7782320565818451,294,old
13,male,middle,0.7705435941861827,902,middle
14,male,middle,0.7698623858409399,467,middle
15,male,middle,0.7662581829995078,921,middle
16,female,old,0.7522668120582692,728,old
17,male,old,0.750447318418942,701,old
18,male,old,0.7481568970141418,788,old
19,male,middle,0.7472710743322961,509,middle
20,female,middle,0.7468863993794834,18,middle
21,female,old,0.7464230266049005,44,old
22,male,middle,0.7453793360925839,744,middle
23,female,middle,0.7418502109731208,915,middle
24,male,middle,0.7393427409758783,205,middle
25,male,middle,0.7318853353849332,763,middle
26,male,middle,0.7279845991510709,226,middle
27,male,old,0.7246923544751359,828,old
28,male,middle,0.7193623084022832,653,middle
29,male,middle,0.7137711429567968,927,middle
30,male,young,0.713500894636838,242,young
31,male,middle,0.7121657073926846,657,middle
32,male,middle,0.7048705767102296,868,middle
33,male,middle,0.6935986876980825,395,middle
34,male,old,0.693505352081463,917,old
35,male,old,0.6915171303122605,115,old
36,male,middle,0.6878529597306394,888,middle
37,male,old,0.6832633027650008,293,old
38,male,middle,0.6829681859333625,549,middle
39,male,young,0.6829414286739607,887,young
40,male,middle,0.6812171593989753,266,middle
41,female,young,0.6750266313428872,130,young
42,male,old,0.6745473616083065,715,old
43,male,middle,0.6738145274919823,787,middle
44,female,middle,0.6728393040846058,491,middle
45,male,middle,0.6713276763240436,415,middle
46,male,middle,0.6685235155387276,778,middle
47,male,middle,0.6638570494990412,501,middle
48,female,middle,0.6578591737106465,375,middle
49,male,middle,0.6561627634645678,63,middle
50,male,old,0.6533853599386535,650,old
51,male,middle,0.6478757254365212,542,middle
52,female,middle,0.6436890013183459,153,middle
53,male,middle,0.6431747897508994,552,middle
54,male,middle,0.6420231258271141,328,middle
55,male,middle,0.6357003854304519,684,middle
56,male,young,0.6337776402489621,706,young
57,male,young,0.6308198613155506,812,young
58,female,middle,0.628366220628399,211,middle
59,male,middle,0.6277500166839383,3,middle
60,male,old,0.6258540287618505,95,old
61,male,middle,0.6232288268232397,877,middle
62,male,young,0.6231565822228546,805,young
63,male,middle,0.6224714389865231,51,middle
64,male,middle,0.6200393615025367,368,middle
65,male,old,0.617813157520301,214,old
66,male,middle,0.6162211005858895,895,middle
67,female,middle,0.6150266250470613,292,middle
68,male,middle,0.6127576094497826,791,middle
69,female,middle,0.6125947049587184,116,middle
70,male,middle,0.6125939179805007,268,middle
71,male,middle,0.6124234584985463,968,middle
72,male,middle,0.6121347948882931,616,middle
73,male,old,0.6087060881894087,615,old
74,male,middle,0.6075383699099823,687,middle
75,male,old,0.605881938157363,65,old
76,male,middle,0.6050552962374887,315,middle
77,male,young,0.6045395107136068,677,young
78,male,middle,0.6043274987817578,822,middle
79,male,old,0.6040756657520931,796,old
80,male,middle,0.5963003209611963,98,middle
81,male,middle,0.5958465493208693,286,middle
82,female,young,0.5955629223712094,333,young
83,male,middle,0.595504528587456,520,middle
84,male,middle,0.5954869002753795,46,middle
85,male,old,0.5939028705187888,54,old
86,male,old,0.5902084799736079,956,old
87,female,old,0.5894806825178771,482,old
88,female,middle,0.5890571308411098,870,middle
89,male,middle,0.5885942302534574,74,middle
90,male,old,0.5880804908729415,62,old
91,male,middle,0.5878626553022815,676,middle
92,female,middle,0.586479619782492,73,middle
93,female,middle,0.5864498720058626,833,middle
94,male,middle,0.5863415838031069,719,middle
95,male,middle,0.5837809140783478,78,middle
96,male,middle,0.5815353504319566,106,middle
97,male,middle,0.5794589871023715,659,middle
98,male,middle,0.5785292510359782,568,middle
99,male,middle,0.5778145174186612,716,middle
100,male,old,0.5775017722749463,814,old
101,male,old,0.57732722050626,227,old
102,male,old,0.5765301689673713,669,old
103,female,middle,0.5759736179718122,912,middle
104,male,middle,0.575639467020576,191,middle
105,male,middle,0.5749100956084097,255,middle
106,male,middle,0.5732298971136157,371,middle
107,male,old,0.5698863414578866,980,old
108,male,middle,0.5696886525296,145,middle
109,male,middle,0.5659342942442303,239,middle
110,male,middle,0.5657328278204984,164,middle
111,male,young,0.5656006154799245,334,young
112,male,middle,0.5655275839013217,703,middle
113,male,middle,0.5642462259672592,304,middle
114,male,middle,0.562796612090252,411,middle
115,male,middle,0.5618885966226672,40,middle
116,female,middle,0.5604204100597223,121,middle
117,male,middle,0.5592229440036668,426,middle
118,male,middle,0.5588573139237224,273,middle
119,male,middle,0.5586349138793997,882,middle
120,female,old,0.558044365424836,487,old
121,male,middle,0.5567902369371059,262,middle
122,male,middle,0.5558375211067558,685,middle
123,male,middle,0.5551331756019124,949,middle
124,male,young,0.5550475523718265,93,young
125,male,old,0.5527911284260311,213,old
126,male,middle,0.5525728206684405,639,middle
127,male,old,0.5519134903176496,928,old
128,male,middle,0.5510446663653066,19,middle
129,male,middle,0.550721533109118,938,middle
130,male,middle,0.5492251727259793,919,middle
131,male,old,0.5487874554412933,87,old
132,male,middle,0.5476154874794914,671,middle
133,male,middle,0.5474612397488218,780,middle
134,male,middle,0.5470587790882889,890,middle
135,male,middle,0.5468705338986146,408,middle
136,female,young,0.5461842888927783,802,young
137,male,middle,0.5440139603639995,563,middle
138,male,middle,0.5433171698500461,959,middle
139,male,middle,0.5431673291973956,794,middle
140,male,old,0.5410695600602888,560,old
