,gender,age_cat,quality,id,z
0,female,old,1.0,374,old_female
1,male,old,0.978037641482944,373,old_male
2,male,middle,0.9054719539850689,672,middle_male
3,male,young,0.8970728502588213,637,young_male
4,male,middle,0.8622670072288672,714,middle_male
5,male,old,0.852763300876253,378,old_male
6,male,middle,0.8506951221201319,832,middle_male
7,male,middle,0.8397775307015942,973,middle_male
8,male,old,0.8299094534341841,29,old_male
9,male,middle,0.7811004347897259,538,middle_male
10,female,young,0.7791482566228939,134,young_female
11,male,middle,0.7790631055797386,854,middle_male
12,male,old,0.7782320565818451,294,old_male
13,male,middle,0.7705435941861827,902,middle_male
14,male,middle,0.7698623858409399,467,middle_male
15,male,middle,0.7662581829995078,921,middle_male
16,female,old,0.7522668120582692,728,old_female
17,male,old,0.750447318418942,701,old_male
18,male,old,0.7481568970141418,788,old_male
19,male,middle,0.7472710743322961,509,middle_male
20,female,middle,0.7468863993794834,18,middle_female
21,female,old,0.7464230266049005,44,old_female
22,male,middle,0.7453793360925839,744,middle_male
23,female,middle,0.7418502109731208,915,middle_female
24,male,middle,0.7393427409758783,205,middle_male
25,male,middle,0.7318853353849332,763,middle_male
26,male,middle,0.7279845991510709,226,middle_male
27,male,old,0.7246923544751359,828,old_male
28,male,middle,0.7193623084022832,653,middle_male
29,male,middle,0.7137711429567968,927,middle_male
30,male,young,0.713500894636838,242,young_male
31,male,middle,0.7121657073926846,657,middle_male
32,male,middle,0.7048705767102296,868,middle_male
33,male,middle,0.6935986876980825,395,middle_male
34,male,old,0.693505352081463,917,old_male
35,male,old,0.6915171303122605,115,old_male
36,male,middle,0.6878529597306394,888,middle_male
37,male,old,0.6832633027650008,293,old_male
38,male,middle,0.6829681859333625,549,middle_male
39,male,young,0.6829414286739607,887,young_male
40,male,middle,0.6812171593989753,266,middle_male
41,female,young,0.6750266313428872,130,young_female
42,male,old,0.6745473616083065,715,old_male
43,male,middle,0.6738145274919823,787,middle_male
44,female,middle,0.6728393040846058,491,middle_female
45,male,middle,0.6713276763240436,415,middle_male
46,male,middle,0.6685235155387276,778,middle_male
47,male,middle,0.6638570494990412,501,middle_male
48,female,middle,0.6578591737106465,375,middle_female
49,male,middle,0.6561627634645678,63,middle_male
50,male,old,0.6533853599386535,650,old_male
51,male,middle,0.6478757254365212,542,middle_male
52,female,middle,0.6436890013183459,153,middle_female
53,male,middle,0.6431747897508994,552,middle_male
54,male,middle,0.6420231258271141,328,middle_male
55,male,middle,0.6357003854304519,684,middle_male
56,male,young,0.6337776402489621,706,young_male
57,male,young,0.6308198613155506,812,young_male
58,female,middle,0.628366220628399,211,middle_female
59,male,middle,0.6277500166839383,3,middle_male
60,male,old,0.6258540287618505,95,old_male
61,male,middle,0.6232288268232397,877,middle_male
62,male,young,0.6231565822228546,805,young_male
63,male,middle,0.6224714389865231,51,middle_male
64,male,middle,0.6200393615025367,368,middle_male
65,male,old,0.617813157520301,214,old_male
66,male,middle,0.6162211005858895,895,middle_male
67,female,middle,0.6150266250470613,292,middle_female
68,male,middle,0.6127576094497826,791,middle_male
69,female,middle,0.6125947049587184,116,middle_female
70,male,middle,0.6125939179805007,268,middle_male
